token	declaring_type	field	attributes
0x04004500	StardewValley.Minigames.MineCart+Whale	_basePosition	Family
0x04004501	StardewValley.Minigames.MineCart+EndingJunimo	_color	Family
0x04004502	StardewValley.Minigames.MineCart+EndingJunimo	_velocity	Family
0x04004503	StardewValley.Minigames.MineCart+EndingJunimo	_special	Private
0x04004504	StardewValley.Minigames.MineCart+FallingBoulderSpawner	period	Public
0x04004505	StardewValley.Minigames.MineCart+FallingBoulderSpawner	currentTime	Public
0x04004506	StardewValley.Minigames.MineCart+FallingBoulderSpawner	_track	Family
0x04004507	StardewValley.Minigames.MineCart+WillOWisp	_age	Family
0x04004508	StardewValley.Minigames.MineCart+WillOWisp	offset	Family
0x04004509	StardewValley.Minigames.MineCart+WillOWisp	tailRotation	Public
0x0400450A	StardewValley.Minigames.MineCart+WillOWisp	tailLength	Public
0x0400450B	StardewValley.Minigames.MineCart+WillOWisp	scale	Public
0x0400450C	StardewValley.Minigames.MineCart+WillOWisp	nextDebris	Public
0x0400450D	StardewValley.Minigames.MineCart+CosmeticFallingBoulder	yBreakPosition	Private
0x0400450E	StardewValley.Minigames.MineCart+CosmeticFallingBoulder	delayBeforeAppear	Private
0x0400450F	StardewValley.Minigames.MineCart+CosmeticFallingBoulder	color	Private
0x04004510	StardewValley.Minigames.MineCart+NoxiousGas	_age	Family
0x04004511	StardewValley.Minigames.MineCart+NoxiousGas	_currentRiseSpeed	Family
0x04004512	StardewValley.Minigames.MineCart+NoxiousGas	_riseSpeed	Family
0x04004513	StardewValley.Minigames.MineCart+FallingBoulder	_age	Family
0x04004514	StardewValley.Minigames.MineCart+FallingBoulder	_tracks	Family
0x04004515	StardewValley.Minigames.MineCart+FallingBoulder	_currentFallSpeed	Family
0x04004516	StardewValley.Minigames.MineCart+FallingBoulder	_fallSpeed	Family
0x04004517	StardewValley.Minigames.MineCart+FallingBoulder	_wasBouncedOn	Family
0x04004518	StardewValley.Minigames.MineCart+HugeSlime	_timeUntilHop	Family
0x04004519	StardewValley.Minigames.MineCart+HugeSlime	_yVelocity	Family
0x0400451A	StardewValley.Minigames.MineCart+HugeSlime	_grounded	Family
0x0400451B	StardewValley.Minigames.MineCart+HugeSlime	_lastTrackY	Family
0x0400451C	StardewValley.Minigames.MineCart+HugeSlime	spriteScale	Public
0x0400451D	StardewValley.Minigames.MineCart+HugeSlime	_currentFrame	Family
0x0400451E	StardewValley.Minigames.MineCart+HugeSlime	_desiredScale	Family
0x0400451F	StardewValley.Minigames.MineCart+HugeSlime	_scaleSpeed	Family
0x04004520	StardewValley.Minigames.MineCart+HugeSlime	_jumpStrength	Family
0x04004521	StardewValley.Minigames.MineCart+HugeSlime	_hasPeparedToJump	Private
0x04004522	StardewValley.Minigames.MineCart+MineDebris	_sourceRect	Family
0x04004523	StardewValley.Minigames.MineCart+MineDebris	_dX	Family
0x04004524	StardewValley.Minigames.MineCart+MineDebris	_dY	Family
0x04004525	StardewValley.Minigames.MineCart+MineDebris	_age	Family
0x04004526	StardewValley.Minigames.MineCart+MineDebris	_lifeTime	Family
0x04004527	StardewValley.Minigames.MineCart+MineDebris	_gravityMultiplier	Family
0x04004528	StardewValley.Minigames.MineCart+MineDebris	_scale	Family
0x04004529	StardewValley.Minigames.MineCart+MineDebris	_color	Family
0x0400452A	StardewValley.Minigames.MineCart+MineDebris	_numAnimationFrames	Family
0x0400452B	StardewValley.Minigames.MineCart+MineDebris	_holdLastFrame	Family
0x0400452C	StardewValley.Minigames.MineCart+MineDebris	_animationInterval	Family
0x0400452D	StardewValley.Minigames.MineCart+MineDebris	_currentAnimationFrame	Family
0x0400452E	StardewValley.Minigames.MineCart+MineDebris	_animationTimer	Family
0x0400452F	StardewValley.Minigames.MineCart+MineDebris	ySinWaveMagnitude	Public
0x04004530	StardewValley.Minigames.MineCart+MineDebris	flipRate	Public
0x04004531	StardewValley.Minigames.MineCart+MineDebris	depth	Public
0x04004532	StardewValley.Minigames.MineCart+MineDebris	timeBeforeDisplay	Private
0x04004533	StardewValley.Minigames.MineCart+MineDebris	destroySound	Private
0x04004534	StardewValley.Minigames.MineCart+MineDebris	startSound	Private
0x04004535	StardewValley.Minigames.MineCart+Fruit	_fruitType	Family
0x04004536	StardewValley.Minigames.MineCart+Coin	age	Public
0x04004537	StardewValley.Minigames.MineCart+Coin	afterCollectionTimer	Public
0x04004538	StardewValley.Minigames.MineCart+Coin	collected	Public
0x04004539	StardewValley.Minigames.MineCart+Coin	flashSpeed	Public
0x0400453A	StardewValley.Minigames.MineCart+Coin	flashDelay	Public
0x0400453B	StardewValley.Minigames.MineCart+Coin	collectYDelta	Public
0x0400453C	StardewValley.Minigames.MineCart+BalanceTrack	connectedTracks	Public
0x0400453D	StardewValley.Minigames.MineCart+BalanceTrack	counterBalancedTracks	Public
0x0400453E	StardewValley.Minigames.MineCart+BalanceTrack	startY	Public
0x0400453F	StardewValley.Minigames.MineCart+BalanceTrack	moveSpeed	Public
0x04004540	StardewValley.Minigames.MineCart+Track	obstacle	Public
0x04004541	StardewValley.Minigames.MineCart+Track	_showSecondTile	Private
0x04004542	StardewValley.Minigames.MineCart+Track	trackType	Public
0x04004543	StardewValley.Minigames.MineCart+CheckpointIndicator	CENTER_TO_POST_BASE_OFFSET	Public, Static, Literal, HasDefault
0x04004544	StardewValley.Minigames.MineCart+CheckpointIndicator	rotation	Public
0x04004545	StardewValley.Minigames.MineCart+CheckpointIndicator	_activated	Family
0x04004546	StardewValley.Minigames.MineCart+CheckpointIndicator	swayRotation	Public
0x04004547	StardewValley.Minigames.MineCart+CheckpointIndicator	swayTimer	Public
0x04004548	StardewValley.Minigames.MineCart+GoalIndicator	rotation	Public
0x04004549	StardewValley.Minigames.MineCart+GoalIndicator	_activated	Family
0x0400454A	StardewValley.Minigames.MineCart+MineCartCharacter	minecartBumpOffset	Public
0x0400454B	StardewValley.Minigames.MineCart+MineCartCharacter	jumpStrength	Public
0x0400454C	StardewValley.Minigames.MineCart+MineCartCharacter	maxFallSpeed	Public
0x0400454D	StardewValley.Minigames.MineCart+MineCartCharacter	jumpGravity	Public
0x0400454E	StardewValley.Minigames.MineCart+MineCartCharacter	fallGravity	Public
0x0400454F	StardewValley.Minigames.MineCart+MineCartCharacter	jumpFloatDuration	Public
0x04004550	StardewValley.Minigames.MineCart+MineCartCharacter	gravity	Public
0x04004551	StardewValley.Minigames.MineCart+MineCartCharacter	_jumpBuffer	Family
0x04004552	StardewValley.Minigames.MineCart+MineCartCharacter	_jumpFloatAge	Family
0x04004553	StardewValley.Minigames.MineCart+MineCartCharacter	_speedMultiplier	Family
0x04004554	StardewValley.Minigames.MineCart+MineCartCharacter	_jumpMomentumThreshhold	Family
0x04004555	StardewValley.Minigames.MineCart+MineCartCharacter	jumpGracePeriod	Public
0x04004556	StardewValley.Minigames.MineCart+MineCartCharacter	_grounded	Family
0x04004557	StardewValley.Minigames.MineCart+MineCartCharacter	_jumping	Family
0x04004558	StardewValley.Minigames.MineCart+MineCartCharacter	rotation	Public
0x04004559	StardewValley.Minigames.MineCart+MineCartCharacter	cartScale	Public
0x0400455A	StardewValley.Minigames.MineCart+MineCartCharacter	currentTrackType	Public
0x0400455B	StardewValley.Minigames.MineCart+MineCartCharacter	characterExtraHeight	Public
0x0400455C	StardewValley.Minigames.MineCart+MineCartCharacter	_hasJustSnapped	Family
0x0400455D	StardewValley.Minigames.MineCart+MineCartCharacter	forcedJumpTime	Public
0x0400455E	StardewValley.Minigames.MineCart+<>O	<0>__Always	Public, Static
0x0400455F	StardewValley.Minigames.MineCart+<>O	<1>__IceDownSlopesOnly	Public, Static
0x04004560	StardewValley.Minigames.MineCart+<>O	<2>__EveryOtherTile	Public, Static
0x04004561	StardewValley.Minigames.MineCart+<>c	<>9	Public, Static, InitOnly
0x04004562	StardewValley.Minigames.MineCart+<>c	<>9__153_0	Public, Static
0x04004563	StardewValley.Minigames.MineCart+<>c	<>9__174_0	Public, Static
0x04004564	StardewValley.Minigames.NetLeaderboards+<>c	<>9	Public, Static, InitOnly
0x04004565	StardewValley.Minigames.NetLeaderboards+<>c	<>9__7_0	Public, Static
0x04004566	StardewValley.Minigames.NetLeaderboards+<>c	<>9__8_0	Public, Static
0x04004567	StardewValley.Minigames.PlaneFlyBy+<>c__DisplayClass8_0	time	Public
0x04004568	StardewValley.Minigames.RobotBlastoff+<>c__DisplayClass9_0	time	Public
0x04004569	StardewValley.Minigames.TargetGame+Target	width	Public, Static
0x0400456A	StardewValley.Minigames.TargetGame+Target	spawnRightPosition	Public, Static
0x0400456B	StardewValley.Minigames.TargetGame+Target	spawnLeftPosition	Public, Static
0x0400456C	StardewValley.Minigames.TargetGame+Target	basicTarget	Public, Static
0x0400456D	StardewValley.Minigames.TargetGame+Target	bonusTarget	Public, Static
0x0400456E	StardewValley.Minigames.TargetGame+Target	deluxeTarget	Public, Static
0x0400456F	StardewValley.Minigames.TargetGame+Target	mediumSpeed	Public, Static
0x04004570	StardewValley.Minigames.TargetGame+Target	slowSpeed	Public, Static
0x04004571	StardewValley.Minigames.TargetGame+Target	fastSpeed	Public, Static
0x04004572	StardewValley.Minigames.TargetGame+Target	nearLane	Public, Static
0x04004573	StardewValley.Minigames.TargetGame+Target	middleLane	Public, Static
0x04004574	StardewValley.Minigames.TargetGame+Target	farLane	Public, Static
0x04004575	StardewValley.Minigames.TargetGame+Target	superNearLane	Public, Static
0x04004576	StardewValley.Minigames.TargetGame+Target	behindLane	Public, Static
0x04004577	StardewValley.Minigames.TargetGame+Target	pauseFarRight	Public, Static
0x04004578	StardewValley.Minigames.TargetGame+Target	pauseRight	Public, Static
0x04004579	StardewValley.Minigames.TargetGame+Target	pauseMiddleRight	Public, Static
0x0400457A	StardewValley.Minigames.TargetGame+Target	pauseMiddleLeft	Public, Static
0x0400457B	StardewValley.Minigames.TargetGame+Target	pauseLeft	Public, Static
0x0400457C	StardewValley.Minigames.TargetGame+Target	pauseFarLeft	Public, Static
0x0400457D	StardewValley.Minigames.TargetGame+Target	Position	Public
0x0400457E	StardewValley.Minigames.TargetGame+Target	targetType	Private
0x0400457F	StardewValley.Minigames.TargetGame+Target	countdownBeforeSpawn	Private
0x04004580	StardewValley.Minigames.TargetGame+Target	xPausePosition	Private
0x04004581	StardewValley.Minigames.TargetGame+Target	xPauseTime	Private
0x04004582	StardewValley.Minigames.TargetGame+Target	speed	Private
0x04004583	StardewValley.Minigames.TargetGame+Target	spawned	Private
0x04004584	StardewValley.Minigames.TargetGame+Target	atPausePosition	Private
0x04004585	StardewValley.Minigames.TargetGame+Target	sourceRect	Private
0x04004586	StardewValley.Minigames.TargetGame+<>c__DisplayClass21_0	time	Public
0x04004587	StardewValley.Minigames.TargetGame+<>c__DisplayClass21_0	<>4__this	Public
0x04004588	StardewValley.Locations.AbandonedJojaMart+<>c	<>9	Public, Static, InitOnly
0x04004589	StardewValley.Locations.AbandonedJojaMart+<>c	<>9__5_0	Public, Static
0x0400458A	StardewValley.Locations.AdventureGuild+<>c__DisplayClass12_0	<>4__this	Public
0x0400458B	StardewValley.Locations.AdventureGuild+<>c__DisplayClass12_0	rewards	Public
0x0400458C	StardewValley.Locations.AdventureGuild+<>c__DisplayClass12_0	completedGoals	Public
0x0400458D	StardewValley.Locations.AdventureGuild+<>c__DisplayClass15_0	<>4__this	Public
0x0400458E	StardewValley.Locations.AdventureGuild+<>c__DisplayClass15_0	completedGoals	Public
0x0400458F	StardewValley.Locations.Beach+<>c	<>9	Public, Static, InitOnly
0x04004590	StardewValley.Locations.Beach+<>c	<>9__10_0	Public, Static
0x04004591	StardewValley.Locations.Beach+<>c	<>9__14_0	Public, Static
0x04004592	StardewValley.Locations.Beach+<>c	<>9__19_1	Public, Static
0x04004593	StardewValley.Locations.BoatTunnel+TunnelAnimationState	value__	Public, SpecialName, RTSpecialName
0x04004594	StardewValley.Locations.BoatTunnel+TunnelAnimationState	Idle	Public, Static, Literal, HasDefault
0x04004595	StardewValley.Locations.BoatTunnel+TunnelAnimationState	MoveWillyToGate	Public, Static, Literal, HasDefault
0x04004596	StardewValley.Locations.BoatTunnel+TunnelAnimationState	OpenGate	Public, Static, Literal, HasDefault
0x04004597	StardewValley.Locations.BoatTunnel+TunnelAnimationState	MoveWillyToCockpit	Public, Static, Literal, HasDefault
0x04004598	StardewValley.Locations.BoatTunnel+TunnelAnimationState	MoveFarmer	Public, Static, Literal, HasDefault
0x04004599	StardewValley.Locations.BoatTunnel+TunnelAnimationState	MovePlank	Public, Static, Literal, HasDefault
0x0400459A	StardewValley.Locations.BoatTunnel+TunnelAnimationState	CloseGate	Public, Static, Literal, HasDefault
0x0400459B	StardewValley.Locations.BoatTunnel+TunnelAnimationState	MoveBoat	Public, Static, Literal, HasDefault
0x0400459C	StardewValley.Locations.BoatTunnel+<>c	<>9	Public, Static, InitOnly
0x0400459D	StardewValley.Locations.BoatTunnel+<>c	<>9__39_0	Public, Static
0x0400459E	StardewValley.Locations.BugLand+<>c	<>9	Public, Static, InitOnly
0x0400459F	StardewValley.Locations.BugLand+<>c	<>9__5_0	Public, Static
0x040045A0	StardewValley.Locations.Cabin+<>O	<0>__highlightAllItems	Public, Static
0x040045A1	StardewValley.Locations.Cabin+<>c	<>9	Public, Static, InitOnly
0x040045A2	StardewValley.Locations.Cabin+<>c	<>9__20_0	Public, Static
0x040045A3	StardewValley.Locations.Cellar+<>c__DisplayClass3_0	<>4__this	Public
0x040045A4	StardewValley.Locations.Cellar+<>c__DisplayClass3_0	target	Public
0x040045A5	StardewValley.Locations.Cellar+<>c__DisplayClass3_0	targetFound	Public
0x040045A6	StardewValley.Locations.CommunityCenter+<>O	<0>__afterFadeReturnViewportToPlayer	Public, Static
0x040045A7	StardewValley.Locations.CommunityCenter+<>c	<>9	Public, Static, InitOnly
0x040045A8	StardewValley.Locations.CommunityCenter+<>c	<>9__44_0	Public, Static
0x040045A9	StardewValley.Locations.CommunityCenter+<>c	<>9__44_1	Public, Static
0x040045AA	StardewValley.Locations.CommunityCenter+<>c	<>9__44_2	Public, Static
0x040045AB	StardewValley.Locations.CommunityCenter+<>c	<>9__63_0	Public, Static
0x040045AC	StardewValley.Locations.CommunityCenter+<>c	<>9__84_0	Public, Static
0x040045AD	StardewValley.Locations.CommunityCenter+<>c__DisplayClass48_0	area	Public
0x040045AE	StardewValley.Locations.CommunityCenter+<>c__DisplayClass48_0	<>4__this	Public
0x040045AF	StardewValley.Locations.DecorationFacade+<>c__DisplayClass12_0	whichRoom	Public
0x040045B0	StardewValley.Locations.DecorationFacade+<>c__DisplayClass12_0	<>4__this	Public
0x040045B1	StardewValley.Locations.DecorationFacade+<>c__DisplayClass13_0	<>4__this	Public
0x040045B2	StardewValley.Locations.DecorationFacade+<>c__DisplayClass13_0	whichRoom	Public
0x040045B3	StardewValley.Locations.DecorationFacade+<>c__DisplayClass13_0	which	Public
0x040045B4	StardewValley.Locations.DesertFestival+RaceState	value__	Public, SpecialName, RTSpecialName
0x040045B5	StardewValley.Locations.DesertFestival+RaceState	PreRace	Public, Static, Literal, HasDefault
0x040045B6	StardewValley.Locations.DesertFestival+RaceState	StartingLine	Public, Static, Literal, HasDefault
0x040045B7	StardewValley.Locations.DesertFestival+RaceState	Ready	Public, Static, Literal, HasDefault
0x040045B8	StardewValley.Locations.DesertFestival+RaceState	Set	Public, Static, Literal, HasDefault
0x040045B9	StardewValley.Locations.DesertFestival+RaceState	Go	Public, Static, Literal, HasDefault
0x040045BA	StardewValley.Locations.DesertFestival+RaceState	AnnounceWinner	Public, Static, Literal, HasDefault
0x040045BB	StardewValley.Locations.DesertFestival+RaceState	AnnounceWinner2	Public, Static, Literal, HasDefault
0x040045BC	StardewValley.Locations.DesertFestival+RaceState	AnnounceWinner3	Public, Static, Literal, HasDefault
0x040045BD	StardewValley.Locations.DesertFestival+RaceState	AnnounceWinner4	Public, Static, Literal, HasDefault
0x040045BE	StardewValley.Locations.DesertFestival+RaceState	RaceEnd	Public, Static, Literal, HasDefault
0x040045BF	StardewValley.Locations.DesertFestival+RaceState	RacesOver	Public, Static, Literal, HasDefault
0x040045C0	StardewValley.Locations.DesertFestival+<>c	<>9	Public, Static, InitOnly
0x040045C1	StardewValley.Locations.DesertFestival+<>c	<>9__70_2	Public, Static
0x040045C2	StardewValley.Locations.DesertFestival+<>c	<>9__77_0	Public, Static
0x040045C3	StardewValley.Locations.DesertFestival+<>c	<>9__77_11	Public, Static
0x040045C4	StardewValley.Locations.DesertFestival+<>c	<>9__77_3	Public, Static
0x040045C5	StardewValley.Locations.DesertFestival+<>c	<>9__88_0	Public, Static
0x040045C6	StardewValley.Locations.DesertFestival+<>c__DisplayClass63_0	stylist	Public
0x040045C7	StardewValley.Locations.DesertFestival+<>c__DisplayClass63_0	failMessageKey	Public
0x040045C8	StardewValley.Locations.DesertFestival+<>c__DisplayClass77_0	eggPrize	Public
0x040045C9	StardewValley.Locations.DesertFestival+<>c__DisplayClass77_0	extraPrize	Public
0x040045CA	StardewValley.Locations.DesertFestival+<>c__DisplayClass77_0	<>9__7	Public
0x040045CB	StardewValley.Locations.DesertFestival+<>c__DisplayClass77_1	seed	Public
0x040045CC	StardewValley.Locations.DesertFestival+<>c__DisplayClass77_1	<>4__this	Public
0x040045CD	StardewValley.Locations.DesertFestival+<>c__DisplayClass77_1	<>9__10	Public
0x040045CE	StardewValley.Locations.DesertFestival+<>c__DisplayClass77_2	food	Public
0x040045CF	StardewValley.Locations.DesertFestival+<>c__DisplayClass77_2	effects	Public
0x040045D0	StardewValley.Locations.DesertFestival+<>c__DisplayClass96_0	store_data_sheet	Public
0x040045D1	StardewValley.Locations.DesertFestival+<>c__DisplayClass96_0	festival_id	Public
0x040045D2	StardewValley.Locations.DesertFestival+<>c__DisplayClass96_0	day_number	Public
0x040045D3	StardewValley.Locations.FarmHouse+<>O	<0>__spouseSleepEndFunction	Public, Static
0x040045D4	StardewValley.Locations.Forest+<>c	<>9	Public, Static, InitOnly
0x040045D5	StardewValley.Locations.Forest+<>c	<>9__24_1	Public, Static
0x040045D6	StardewValley.Locations.Forest+<>c	<>9__34_0	Public, Static
0x040045D7	StardewValley.Locations.Forest+<>c	<>9__40_0	Public, Static
0x040045D8	StardewValley.Locations.IslandEast+<>c	<>9	Public, Static, InitOnly
0x040045D9	StardewValley.Locations.IslandEast+<>c	<>9__25_1	Public, Static
0x040045DA	StardewValley.Locations.IslandFarmCave+<>c__DisplayClass14_0	evt	Public
0x040045DB	StardewValley.Locations.IslandFarmCave+<>c__DisplayClass24_0	<>4__this	Public
0x040045DC	StardewValley.Locations.IslandFarmCave+<>c__DisplayClass24_0	responses	Public
0x040045DD	StardewValley.Locations.IslandLocation+<>c__DisplayClass21_0	time	Public
0x040045DE	StardewValley.Locations.IslandNorth+<>c	<>9	Public, Static, InitOnly
0x040045DF	StardewValley.Locations.IslandNorth+<>c	<>9__21_4	Public, Static
0x040045E0	StardewValley.Locations.IslandNorth+<>c	<>9__21_5	Public, Static
0x040045E1	StardewValley.Locations.IslandNorth+<>c	<>9__29_0	Public, Static
0x040045E2	StardewValley.Locations.IslandNorth+<>c	<>9__31_0	Public, Static
0x040045E3	StardewValley.Locations.IslandNorth+<>c__DisplayClass18_0	t	Public
0x040045E4	StardewValley.Locations.IslandNorth+<>c__DisplayClass18_0	<>4__this	Public
0x040045E5	StardewValley.Locations.IslandSecret+<>c	<>9	Public, Static, InitOnly
0x040045E6	StardewValley.Locations.IslandSecret+<>c	<>9__9_0	Public, Static
0x040045E7	StardewValley.Locations.IslandSecret+<>c	<>9__16_1	Public, Static
0x040045E8	StardewValley.Locations.IslandSecret+<>c__DisplayClass8_0	<>4__this	Public
0x040045E9	StardewValley.Locations.IslandSecret+<>c__DisplayClass8_0	who	Public
0x040045EA	StardewValley.Locations.IslandSouth+IslandActivityAssigments	activityTime	Public
0x040045EB	StardewValley.Locations.IslandSouth+IslandActivityAssigments	visitors	Public
0x040045EC	StardewValley.Locations.IslandSouth+IslandActivityAssigments	currentAssignments	Public
0x040045ED	StardewValley.Locations.IslandSouth+IslandActivityAssigments	currentAnimationAssignments	Public
0x040045EE	StardewValley.Locations.IslandSouth+IslandActivityAssigments	random	Public
0x040045EF	StardewValley.Locations.IslandSouth+IslandActivityAssigments	animationDescriptions	Public
0x040045F0	StardewValley.Locations.IslandSouth+IslandActivityAssigments	shoreLoungePoints	Public
0x040045F1	StardewValley.Locations.IslandSouth+IslandActivityAssigments	chairPoints	Public
0x040045F2	StardewValley.Locations.IslandSouth+IslandActivityAssigments	umbrellaPoints	Public
0x040045F3	StardewValley.Locations.IslandSouth+IslandActivityAssigments	towelLoungePoints	Public
0x040045F4	StardewValley.Locations.IslandSouth+IslandActivityAssigments	drinkPoints	Public
0x040045F5	StardewValley.Locations.IslandSouth+IslandActivityAssigments	wanderPoints	Public
0x040045F6	StardewValley.Locations.IslandSouth+<>c__DisplayClass45_0	valid_visitors	Public
0x040045F7	StardewValley.Locations.IslandSouthEastCave+<>c__DisplayClass11_0	who	Public
0x040045F8	StardewValley.Locations.IslandSouthEastCave+<>c__DisplayClass11_0	<>4__this	Public
0x040045F9	StardewValley.Locations.IslandSouthEastCave+<>c__DisplayClass11_0	<>9__1	Public
0x040045FA	StardewValley.Locations.IslandWest+<>O	<0>__highlightShippableObjects	Public, Static
0x040045FB	StardewValley.Locations.IslandWest+<>c	<>9	Public, Static, InitOnly
0x040045FC	StardewValley.Locations.IslandWest+<>c	<>9__16_6	Public, Static
0x040045FD	StardewValley.Locations.IslandWest+<>c	<>9__16_7	Public, Static
0x040045FE	StardewValley.Locations.IslandWest+<>c	<>9__17_0	Public, Static
0x040045FF	StardewValley.Locations.IslandWest+<>c	<>9__31_0	Public, Static
0x04004600	StardewValley.Locations.IslandWest+<>c	<>9__31_1	Public, Static
0x04004601	StardewValley.Locations.IslandWest+<>c__DisplayClass20_0	<>4__this	Public
0x04004602	StardewValley.Locations.IslandWest+<>c__DisplayClass20_0	who	Public
0x04004603	StardewValley.Locations.IslandWestCave1+CaveCrystal	tileLocation	Public
0x04004604	StardewValley.Locations.IslandWestCave1+CaveCrystal	id	Public
0x04004605	StardewValley.Locations.IslandWestCave1+CaveCrystal	pitch	Public
0x04004606	StardewValley.Locations.IslandWestCave1+CaveCrystal	color	Public
0x04004607	StardewValley.Locations.IslandWestCave1+CaveCrystal	currentColor	Public
0x04004608	StardewValley.Locations.IslandWestCave1+CaveCrystal	shakeTimer	Public
0x04004609	StardewValley.Locations.IslandWestCave1+CaveCrystal	glowTimer	Public
0x0400460A	StardewValley.Locations.LibraryMuseum+<>O	<0>__highlightNoItems	Public, Static
0x0400460B	StardewValley.Locations.ManorHouse+<>c	<>9	Public, Static, InitOnly
0x0400460C	StardewValley.Locations.ManorHouse+<>c	<>9__11_0	Public, Static
0x0400460D	StardewValley.Locations.ManorHouse+<>c__DisplayClass12_0	<>4__this	Public
0x0400460E	StardewValley.Locations.ManorHouse+<>c__DisplayClass12_0	recipient	Public
0x0400460F	StardewValley.Locations.MermaidHouse+<>c__DisplayClass26_0	time	Public
0x04004610	StardewValley.Locations.MineShaft+<>O	<0>__isAtEndPoint	Public, Static
0x04004611	StardewValley.Locations.MineShaft+<>c	<>9	Public, Static, InitOnly
0x04004612	StardewValley.Locations.MineShaft+<>c	<>9__117_0	Public, Static
0x04004613	StardewValley.Locations.MineShaft+<>c	<>9__126_0	Public, Static
0x04004614	StardewValley.Locations.MineShaft+<>c	<>9__201_0	Public, Static
0x04004615	StardewValley.Locations.MineShaft+<>c__DisplayClass202_0	keepUntickedLevels	Public
0x04004616	StardewValley.Locations.MovieTheater+MovieStates	value__	Public, SpecialName, RTSpecialName
0x04004617	StardewValley.Locations.MovieTheater+MovieStates	Preshow	Public, Static, Literal, HasDefault
0x04004618	StardewValley.Locations.MovieTheater+MovieStates	Show	Public, Static, Literal, HasDefault
0x04004619	StardewValley.Locations.MovieTheater+MovieStates	PostShow	Public, Static, Literal, HasDefault
0x0400461A	StardewValley.Locations.MovieTheater+<>c	<>9	Public, Static, InitOnly
0x0400461B	StardewValley.Locations.MovieTheater+<>c	<>9__62_1	Public, Static
0x0400461C	StardewValley.Locations.MovieTheater+<>c	<>9__109_0	Public, Static
0x0400461D	StardewValley.Locations.MovieTheater+<>c	<>9__109_1	Public, Static
0x0400461E	StardewValley.Locations.MovieTheater+<>c	<>9__113_0	Public, Static
0x0400461F	StardewValley.Locations.MovieTheater+<>c__DisplayClass59_0	<>4__this	Public
0x04004620	StardewValley.Locations.MovieTheater+<>c__DisplayClass59_0	viewing_event	Public
0x04004621	StardewValley.Locations.ShopLocation+<>c	<>9	Public, Static, InitOnly
0x04004622	StardewValley.Locations.ShopLocation+<>c	<>9__7_0	Public, Static
0x04004623	StardewValley.Locations.ShopLocation+<>c	<>9__7_1	Public, Static
0x04004624	StardewValley.Locations.Town+<>c	<>9	Public, Static, InitOnly
0x04004625	StardewValley.Locations.Town+<>c	<>9__14_0	Public, Static
0x04004626	StardewValley.Locations.VolcanoDungeon+TileNeighbors	value__	Public, SpecialName, RTSpecialName
0x04004627	StardewValley.Locations.VolcanoDungeon+TileNeighbors	N	Public, Static, Literal, HasDefault
0x04004628	StardewValley.Locations.VolcanoDungeon+TileNeighbors	S	Public, Static, Literal, HasDefault
0x04004629	StardewValley.Locations.VolcanoDungeon+TileNeighbors	E	Public, Static, Literal, HasDefault
0x0400462A	StardewValley.Locations.VolcanoDungeon+TileNeighbors	W	Public, Static, Literal, HasDefault
0x0400462B	StardewValley.Locations.VolcanoDungeon+TileNeighbors	NW	Public, Static, Literal, HasDefault
0x0400462C	StardewValley.Locations.VolcanoDungeon+TileNeighbors	NE	Public, Static, Literal, HasDefault
0x0400462D	StardewValley.Locations.VolcanoDungeon+<>c	<>9	Public, Static, InitOnly
0x0400462E	StardewValley.Locations.VolcanoDungeon+<>c	<>9__117_0	Public, Static
0x0400462F	StardewValley.Locations.VolcanoDungeon+<>c	<>9__118_0	Public, Static
0x04004630	StardewValley.Locations.VolcanoDungeon+<>c__DisplayClass62_0	<>4__this	Public
0x04004631	StardewValley.Locations.VolcanoDungeon+<>c__DisplayClass62_0	set_piece_color	Public
0x04004632	StardewValley.Locations.VolcanoDungeon+<>c__DisplayClass75_0	spawn_points	Public
0x04004633	StardewValley.Locations.VolcanoDungeon+<>c__DisplayClass75_0	spiker_spawn_points	Public
0x04004634	StardewValley.Locations.Woods+<>c	<>9	Public, Static, InitOnly
0x04004635	StardewValley.Locations.Woods+<>c	<>9__16_0	Public, Static
0x04004636	StardewValley.Locations.Woods+<>c	<>9__23_0	Public, Static
0x04004637	StardewValley.Locations.Woods+<>c__DisplayClass10_0	itemsInSave	Public
0x04004638	StardewValley.ItemTypeDefinitions.FlooringDataDefinition+<GetAllIds>d__3	<>1__state	Private
0x04004639	StardewValley.ItemTypeDefinitions.FlooringDataDefinition+<GetAllIds>d__3	<>2__current	Private
0x0400463A	StardewValley.ItemTypeDefinitions.FlooringDataDefinition+<GetAllIds>d__3	<>l__initialThreadId	Private
0x0400463B	StardewValley.ItemTypeDefinitions.FlooringDataDefinition+<GetAllIds>d__3	<i>5__2	Private
0x0400463C	StardewValley.ItemTypeDefinitions.FlooringDataDefinition+<GetAllIds>d__3	<>7__wrap2	Private
0x0400463D	StardewValley.ItemTypeDefinitions.FlooringDataDefinition+<GetAllIds>d__3	<set>5__4	Private
0x0400463E	StardewValley.ItemTypeDefinitions.WallpaperDataDefinition+<GetAllIds>d__3	<>1__state	Private
0x0400463F	StardewValley.ItemTypeDefinitions.WallpaperDataDefinition+<GetAllIds>d__3	<>2__current	Private
0x04004640	StardewValley.ItemTypeDefinitions.WallpaperDataDefinition+<GetAllIds>d__3	<>l__initialThreadId	Private
