token	type	attributes	methods	fields	properties	nested
0x020008C4	StardewValley.Utility+<>c__DisplayClass68_0	NestedPrivate, Sealed, BeforeFieldInit	1	1	0	0
0x020008C5	StardewValley.Utility+<>c__DisplayClass68_1	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020008C6	StardewValley.Utility+<>c__DisplayClass69_0	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x020008C7	StardewValley.Utility+<>c__DisplayClass71_0	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x020008C8	StardewValley.Utility+<>c__DisplayClass73_0	NestedPrivate, Sealed, BeforeFieldInit	2	5	0	0
0x020008C9	StardewValley.Utility+<GetNpcsWithinDistance>d__235	NestedPrivate, Sealed, BeforeFieldInit	9	10	2	0
0x020008CA	StardewValley.Utility+<GetPlayersWithinDistance>d__236	NestedPrivate, Sealed, BeforeFieldInit	9	10	2	0
0x020008CB	StardewValley.Utility+<GetPointsOnLine>d__104	NestedPrivate, Sealed, BeforeFieldInit	8	20	2	0
0x020008CC	StardewValley.Utility+<generateNewFarm>d__340	NestedPrivate, Sealed, BeforeFieldInit	6	3	2	0
0x020008CD	StardewValley.Util.BoundingBoxGroup+<>c__DisplayClass4_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020008CE	StardewValley.Util.CloneExtensions+ReferenceComparer	NestedPrivate, BeforeFieldInit	3	0	0	0
0x020008CF	StardewValley.Util.CloneExtensions+ArrayTraverse	NestedPrivate, BeforeFieldInit	2	2	0	0
0x020008D0	StardewValley.Util.CloneExtensions+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x020008D1	StardewValley.Util.CloneExtensions+<>c__DisplayClass5_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020008D2	StardewValley.Util.EventTest+<>c__DisplayClass7_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020008D3	StardewValley.Triggers.TriggerActionManager+DefaultActions	NestedPublic, Abstract, Sealed, BeforeFieldInit	27	0	0	1
0x020008D4	StardewValley.Triggers.TriggerActionManager+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x020008D5	StardewValley.Tools.Axe+<>c__DisplayClass6_0	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x020008D6	StardewValley.Tools.FishingRod+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x020008D7	StardewValley.Tools.FishingRod+<>c__DisplayClass105_0	NestedPrivate, Sealed, BeforeFieldInit	2	10	0	0
0x020008D8	StardewValley.Tools.FishingRod+<>c__DisplayClass106_0	NestedPrivate, Sealed, BeforeFieldInit	3	2	0	0
0x020008D9	StardewValley.Tools.FishingRod+<>c__DisplayClass118_0	NestedPrivate, Sealed, BeforeFieldInit	4	3	0	0
0x020008DA	StardewValley.Tools.FishingRod+<>c__DisplayClass81_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020008DB	StardewValley.Tools.MeleeWeapon+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x020008DC	StardewValley.Tools.MeleeWeapon+<>c__DisplayClass92_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020008DD	StardewValley.Tools.Slingshot+<>O	NestedPrivate, Abstract, Sealed, BeforeFieldInit	0	1	0	0
0x020008DE	StardewValley.TokenizableStrings.TokenParser+DefaultResolvers	NestedPublic, Abstract, Sealed, BeforeFieldInit	23	0	0	0
0x020008DF	StardewValley.Tests.SyntaxAbstractor+<>O	NestedPrivate, Abstract, Sealed, BeforeFieldInit	0	4	0	0
0x020008E0	StardewValley.Tests.SyntaxAbstractor+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	16	15	0	0
0x020008E1	StardewValley.Tests.TranslationValidator+<>c__DisplayClass1_0`1	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020008E2	StardewValley.Tests.TranslationValidator+<>c__DisplayClass2_0`1	NestedPrivate, Sealed, BeforeFieldInit	1	1	0	0
0x020008E3	StardewValley.Tests.TranslationValidator+<>c__DisplayClass2_1`1	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020008E4	StardewValley.Tests.TranslationValidator+<Compare>d__2`1	NestedPrivate, Sealed, BeforeFieldInit	10	14	2	0
0x020008E5	StardewValley.TerrainFeatures.Bush+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	1	0	0
0x020008E6	StardewValley.TerrainFeatures.Bush+<>c__DisplayClass38_0	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x020008E7	StardewValley.TerrainFeatures.Flooring+NeighborLoc	NestedPrivate, SequentialLayout, Sealed, BeforeFieldInit	1	3	0	0
0x020008E8	StardewValley.TerrainFeatures.Flooring+Neighbor	NestedPrivate, SequentialLayout, Sealed, BeforeFieldInit	1	3	0	0
0x020008E9	StardewValley.TerrainFeatures.FruitTree+<>c__DisplayClass66_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020008EA	StardewValley.TerrainFeatures.GiantCrop+<>c__DisplayClass15_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020008EB	StardewValley.TerrainFeatures.HoeDirt+NeighborLoc	NestedPrivate, SequentialLayout, Sealed, BeforeFieldInit	1	3	0	0
0x020008EC	StardewValley.TerrainFeatures.HoeDirt+Neighbor	NestedPrivate, SequentialLayout, Sealed, BeforeFieldInit	1	3	0	0
0x020008ED	StardewValley.TerrainFeatures.HoeDirt+<>c__DisplayClass69_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020008EE	StardewValley.TerrainFeatures.Tree+<>c__DisplayClass74_0	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x020008EF	StardewValley.TerrainFeatures.Tree+<>c__DisplayClass94_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020008F0	StardewValley.SpecialOrders.SpecialOrder+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	4	3	0	0
0x020008F1	StardewValley.SpecialOrders.SpecialOrder+<>c__DisplayClass54_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020008F2	StardewValley.SpecialOrders.Objectives.GiftObjective+LikeLevels	NestedPublic, Sealed	0	7	0	0
0x020008F3	StardewValley.SaveMigrations.SaveMigrator+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	4	3	0	0
0x020008F4	StardewValley.SaveMigrations.SaveMigrator_1_3+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x020008F5	StardewValley.SaveMigrations.SaveMigrator_1_3+<>c__DisplayClass7_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020008F6	StardewValley.SaveMigrations.SaveMigrator_1_4+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	10	9	0	0
0x020008F7	StardewValley.SaveMigrations.SaveMigrator_1_4+<>c__DisplayClass3_0	NestedPrivate, Sealed, BeforeFieldInit	2	5	0	0
0x020008F8	StardewValley.SaveMigrations.SaveMigrator_1_5+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	9	8	0	0
0x020008F9	StardewValley.SaveMigrations.SaveMigrator_1_6+LegacyDescriptionElement	NestedPublic, BeforeFieldInit	1	2	0	0
0x020008FA	StardewValley.SaveMigrations.SaveMigrator_1_6+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	25	24	0	0
0x020008FB	StardewValley.SaveMigrations.SaveMigrator_1_6+<>c__DisplayClass3_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020008FC	StardewValley.SaveMigrations.SaveMigrator_1_6+<>c__DisplayClass3_1	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020008FD	StardewValley.SaveMigrations.SaveMigrator_1_6+<>c__DisplayClass3_2	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020008FE	StardewValley.SaveMigrations.SaveMigrator_1_6+<>c__DisplayClass3_3	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020008FF	StardewValley.SaveMigrations.SaveMigrator_1_6+<>c__DisplayClass3_4	NestedPrivate, Sealed, BeforeFieldInit	0	1	0	0
0x02000900	StardewValley.Quests.ItemDeliveryQuest+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	4	3	0	0
0x02000901	StardewValley.Projectiles.BasicProjectile+onCollisionBehavior	NestedPublic, Sealed	4	0	0	0
0x02000902	StardewValley.Pathfinding.PathFindController+isAtEnd	NestedPublic, Sealed	4	0	0	0
0x02000903	StardewValley.Pathfinding.PathFindController+endBehavior	NestedPublic, Sealed	4	0	0	0
0x02000904	StardewValley.Pathfinding.PathFindController+<>O	NestedPrivate, Abstract, Sealed, BeforeFieldInit	0	1	0	0
0x02000905	StardewValley.Objects.BedFurniture+BedType	NestedPublic, Sealed	0	5	0	0
0x02000906	StardewValley.Objects.BedFurniture+<>c__DisplayClass19_0	NestedPrivate, Sealed, BeforeFieldInit	3	2	0	0
0x02000907	StardewValley.Objects.BedFurniture+<>c__DisplayClass24_0	NestedPrivate, Sealed, BeforeFieldInit	0	3	0	0
0x02000908	StardewValley.Objects.Chest+SpecialChestTypes	NestedPublic, Sealed	0	8	0	0
0x02000909	StardewValley.Objects.Chest+<>O	NestedPrivate, Abstract, Sealed, BeforeFieldInit	0	3	0	0
0x0200090A	StardewValley.Objects.Chest+<>c__DisplayClass54_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x0200090B	StardewValley.Objects.Chest+<>c__DisplayClass56_0	NestedPrivate, Sealed, BeforeFieldInit	0	2	0	0
0x0200090C	StardewValley.Objects.Chest+<>c__DisplayClass61_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x0200090D	StardewValley.Objects.Chest+<>c__DisplayClass63_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x0200090E	StardewValley.Objects.Clothing+ClothesType	NestedPublic, Sealed	0	3	0	0
0x0200090F	StardewValley.Objects.FishTankFurniture+FishTankCategories	NestedPublic, Sealed	0	5	0	0
0x02000910	StardewValley.Objects.FishTankFurniture+<>c__DisplayClass29_0	NestedPrivate, Sealed, BeforeFieldInit	3	3	0	0
0x02000911	StardewValley.Objects.TankFish+FishType	NestedPublic, Sealed	0	9	0	0
0x02000912	StardewValley.Objects.Hat+HairDrawType	NestedPublic, Sealed	0	4	0	0
0x02000913	StardewValley.Objects.ItemPedestal+<>c__DisplayClass15_0	NestedPrivate, Sealed, BeforeFieldInit	3	3	0	0
0x02000914	StardewValley.Objects.ItemPedestal+<>c__DisplayClass18_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000915	StardewValley.Objects.Mannequin+<>c__DisplayClass28_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000916	StardewValley.Objects.Mannequin+<>c__DisplayClass28_1	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000917	StardewValley.Objects.Mannequin+<>c__DisplayClass31_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000918	StardewValley.Objects.StorageFurniture+<>O	NestedPrivate, Abstract, Sealed, BeforeFieldInit	0	1	0	0
0x02000919	StardewValley.Objects.StorageFurniture+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x0200091A	StardewValley.Objects.Workbench+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x0200091B	StardewValley.Objects.Workbench+<>c__DisplayClass6_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x0200091C	StardewValley.Objects.Workbench+<>c__DisplayClass6_1	NestedPrivate, Sealed, BeforeFieldInit	3	3	0	0
0x0200091D	StardewValley.Objects.DefaultPhoneHandler+OutgoingCallIds	NestedPublic, Abstract, Sealed, BeforeFieldInit	0	6	0	0
0x0200091E	StardewValley.Objects.DefaultPhoneHandler+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x0200091F	StardewValley.Objects.DefaultPhoneHandler+<>c__DisplayClass10_0	NestedPrivate, Sealed, BeforeFieldInit	3	2	0	0
0x02000920	StardewValley.Objects.DefaultPhoneHandler+<>c__DisplayClass2_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000921	StardewValley.Objects.DefaultPhoneHandler+<>c__DisplayClass3_0	NestedPrivate, Sealed, BeforeFieldInit	0	1	0	0
0x02000922	StardewValley.Objects.DefaultPhoneHandler+<>c__DisplayClass5_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000923	StardewValley.Objects.DefaultPhoneHandler+<>c__DisplayClass6_0	NestedPrivate, Sealed, BeforeFieldInit	3	2	0	0
0x02000924	StardewValley.Objects.DefaultPhoneHandler+<>c__DisplayClass7_0	NestedPrivate, Sealed, BeforeFieldInit	3	2	0	0
0x02000925	StardewValley.Objects.DefaultPhoneHandler+<>c__DisplayClass8_0	NestedPrivate, Sealed, BeforeFieldInit	3	2	0	0
0x02000926	StardewValley.Objects.DefaultPhoneHandler+<>c__DisplayClass9_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000927	StardewValley.Objects.Trinkets.MagicQuiverTrinketEffect+<>c__DisplayClass10_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000928	StardewValley.Network.Client+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x02000929	StardewValley.Network.FarmerCollection+Enumerator	NestedPublic, SequentialLayout, Sealed, BeforeFieldInit	6	5	2	0
0x0200092A	StardewValley.Network.GameServer+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	9	8	0	0
0x0200092B	StardewValley.Network.GameServer+<>c__DisplayClass42_0	NestedPrivate, Sealed, BeforeFieldInit	0	7	0	0
0x0200092C	StardewValley.Network.GameServer+<>c__DisplayClass43_0	NestedPrivate, Sealed, BeforeFieldInit	2	4	0	0
0x0200092D	StardewValley.Network.LidgrenClient+<>c__DisplayClass22_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x0200092E	StardewValley.Network.LidgrenClient+<>c__DisplayClass23_0	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x0200092F	StardewValley.Network.LidgrenServer+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x02000930	StardewValley.Network.LidgrenServer+<>c__DisplayClass17_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000931	StardewValley.Network.LidgrenServer+<>c__DisplayClass18_0	NestedPrivate, Sealed, BeforeFieldInit	3	3	0	0
0x02000932	StardewValley.Network.LidgrenServer+<>c__DisplayClass23_0	NestedPrivate, Sealed, BeforeFieldInit	3	5	0	0
0x02000933	StardewValley.Network.LidgrenServer+<>c__DisplayClass23_1	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x02000934	StardewValley.Network.LidgrenServer+<>c__DisplayClass23_2	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000935	StardewValley.Network.LoopbackServer+Packet	NestedPrivate, SequentialLayout, Sealed, BeforeFieldInit	0	2	0	0
0x02000936	StardewValley.Network.LoopbackServer+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x02000937	StardewValley.Network.LoopbackServer+<>c__DisplayClass27_0	NestedPrivate, Sealed, BeforeFieldInit	3	3	0	0
0x02000938	StardewValley.Network.LoopbackServer+<>c__DisplayClass30_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000939	StardewValley.Network.LoopbackServer+<>c__DisplayClass30_1	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x0200093A	StardewValley.Network.NetAudio+<>c__DisplayClass11_0	NestedPrivate, Sealed, BeforeFieldInit	2	4	0	0
0x0200093B	StardewValley.Network.NetFarmerCollection+FarmerEvent	NestedPublic, Sealed	4	0	0	0
0x0200093C	StardewValley.Network.NetFarmerCollection+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x0200093D	StardewValley.Network.NetFarmerRef+<GetEnumerator>d__15	NestedPrivate, Sealed, BeforeFieldInit	6	3	2	0
0x0200093E	StardewValley.Network.NetMutexQueue`1+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x0200093F	StardewValley.Network.NetPausableField`3+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x02000940	StardewValley.Network.NetWorldState+<>c__DisplayClass183_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000941	StardewValley.Network.OutgoingMessage+<>c__DisplayClass14_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000942	StardewValley.Network.NetEvents.SetMailRequest+<>c__DisplayClass9_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000943	StardewValley.Network.Dedicated.DedicatedServer+FarmerWarp	NestedPublic, BeforeFieldInit	1	7	0	0
0x02000944	StardewValley.Monsters.DinoMonster+AttackState	NestedPublic, Sealed	0	4	0	0
0x02000945	StardewValley.Monsters.DinoMonster+BreathProjectile	NestedPublic, BeforeFieldInit	7	7	1	0
0x02000946	StardewValley.Monsters.DustSpirit+<>O	NestedPrivate, Abstract, Sealed, BeforeFieldInit	0	1	0	0
0x02000947	StardewValley.Monsters.Ghost+GhostVariant	NestedPublic, Sealed	0	3	0	0
0x02000948	StardewValley.Monsters.GreenSlime+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x02000949	StardewValley.Monsters.LavaLurk+State	NestedPublic, Sealed	0	6	0	0
0x0200094A	StardewValley.Monsters.Monster+collisionBehavior	NestedPublic, Sealed	4	0	0	0
0x0200094B	StardewValley.Minigames.AbigailGame+behaviorAfterMotionPause	NestedPublic, Sealed	4	0	0	0
0x0200094C	StardewValley.Minigames.AbigailGame+GameKeys	NestedPublic, Sealed	0	13	0	0
0x0200094D	StardewValley.Minigames.AbigailGame+CowboyPowerup	NestedPublic, BeforeFieldInit	2	4	0	0
0x0200094E	StardewValley.Minigames.AbigailGame+JOTPKProgress	NestedPublic, BeforeFieldInit	2	16	1	0
0x0200094F	StardewValley.Minigames.AbigailGame+CowboyBullet	NestedPublic, BeforeFieldInit	2	3	0	0
0x02000950	StardewValley.Minigames.AbigailGame+CowboyMonster	NestedPublic, BeforeFieldInit	7	19	0	0
0x02000951	StardewValley.Minigames.AbigailGame+Dracula	NestedPublic, BeforeFieldInit	7	11	0	0
0x02000952	StardewValley.Minigames.AbigailGame+Outlaw	NestedPublic, BeforeFieldInit	5	14	0	0
0x02000953	StardewValley.Minigames.AbigailGame+<>c__DisplayClass224_0	NestedPrivate, Sealed, BeforeFieldInit	3	2	0	0
0x02000954	StardewValley.Minigames.BoatJourney+WaterSparkle	NestedPublic, BeforeFieldInit	4	1	0	0
0x02000955	StardewValley.Minigames.BoatJourney+Wave	NestedPublic, BeforeFieldInit	3	1	0	0
0x02000956	StardewValley.Minigames.BoatJourney+Boat	NestedPublic, BeforeFieldInit	2	6	0	0
0x02000957	StardewValley.Minigames.BoatJourney+Entity	NestedPublic, BeforeFieldInit	7	17	0	0
0x02000958	StardewValley.Minigames.BoatJourney+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x02000959	StardewValley.Minigames.BoatJourney+<>c__DisplayClass27_0	NestedPrivate, Sealed, BeforeFieldInit	3	2	0	0
0x0200095A	StardewValley.Minigames.CraneGame+GameButtons	NestedPublic, Sealed	0	11	0	0
0x0200095B	StardewValley.Minigames.CraneGame+GameLogic	NestedPublic, BeforeFieldInit	5	21	0	4
0x0200095C	StardewValley.Minigames.CraneGame+Trampoline	NestedPublic, BeforeFieldInit	1	0	0	0
0x0200095D	StardewValley.Minigames.CraneGame+Shadow	NestedPublic, BeforeFieldInit	2	1	0	0
0x0200095E	StardewValley.Minigames.CraneGame+Claw	NestedPublic, BeforeFieldInit	10	7	1	0
0x0200095F	StardewValley.Minigames.CraneGame+ConveyerBelt	NestedPublic, BeforeFieldInit	4	3	0	0
0x02000960	StardewValley.Minigames.CraneGame+Bush	NestedPublic, BeforeFieldInit	2	0	0	0
0x02000961	StardewValley.Minigames.CraneGame+Prize	NestedPublic, BeforeFieldInit	6	9	0	0
0x02000962	StardewValley.Minigames.CraneGame+CraneGameObject	NestedPublic, BeforeFieldInit	10	17	0	1
0x02000963	StardewValley.Minigames.CraneGame+SwayEffect	NestedPublic, BeforeFieldInit	2	4	0	0
0x02000964	StardewValley.Minigames.CraneGame+ShakeEffect	NestedPublic, BeforeFieldInit	2	3	0	0
0x02000965	StardewValley.Minigames.CraneGame+StretchEffect	NestedPublic, BeforeFieldInit	2	3	0	0
0x02000966	StardewValley.Minigames.CraneGame+DrawEffect	NestedPublic, BeforeFieldInit	2	0	0	0
0x02000967	StardewValley.Minigames.Darts+GameState	NestedPublic, Sealed	0	7	0	0
0x02000968	StardewValley.Minigames.Darts+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x02000969	StardewValley.Minigames.Intro+Balloon	NestedPublic, BeforeFieldInit	2	2	0	0
0x0200096A	StardewValley.Minigames.MineCart+GameStates	NestedPublic, Sealed	0	6	0	0
0x0200096B	StardewValley.Minigames.MineCart+LevelTransition	NestedPublic, BeforeFieldInit	1	5	0	0
0x0200096C	StardewValley.Minigames.MineCart+CollectableFruits	NestedPublic, Sealed	0	5	0	0
0x0200096D	StardewValley.Minigames.MineCart+ObstacleTypes	NestedPublic, Sealed	0	4	0	0
0x0200096E	StardewValley.Minigames.MineCart+GeneratorRoll	NestedPublic, BeforeFieldInit	1	4	0	0
0x0200096F	StardewValley.Minigames.MineCart+MapJunimo	NestedPublic, BeforeFieldInit	4	8	0	1
0x02000970	StardewValley.Minigames.MineCart+LakeDecor	NestedPublic, BeforeFieldInit	2	6	0	0
0x02000971	StardewValley.Minigames.MineCart+StraightAwayGenerator	NestedPublic, BeforeFieldInit	9	9	0	1
0x02000972	StardewValley.Minigames.MineCart+SmallGapGenerator	NestedPublic, BeforeFieldInit	4	4	0	0
0x02000973	StardewValley.Minigames.MineCart+RapidHopsGenerator	NestedPublic, BeforeFieldInit	5	5	0	0
0x02000974	StardewValley.Minigames.MineCart+NoxiousMushroom	NestedPublic, BeforeFieldInit	6	7	0	0
0x02000975	StardewValley.Minigames.MineCart+MushroomSpring	NestedPublic, BeforeFieldInit	11	5	0	0
0x02000976	StardewValley.Minigames.MineCart+MushroomBalanceTrackGenerator	NestedPublic, BeforeFieldInit	6	5	0	0
0x02000977	StardewValley.Minigames.MineCart+MushroomBunnyHopGenerator	NestedPublic, BeforeFieldInit	7	8	0	0
0x02000978	StardewValley.Minigames.MineCart+BunnyHopGenerator	NestedPublic, BeforeFieldInit	8	8	0	0
0x02000979	StardewValley.Minigames.MineCart+BaseTrackGenerator	NestedPublic, BeforeFieldInit	16	9	0	1
0x0200097A	StardewValley.Minigames.MineCart+Spark	NestedPublic, BeforeFieldInit	1	5	0	0
0x0200097B	StardewValley.Minigames.MineCart+Entity	NestedPublic, BeforeFieldInit	13	5	1	0
0x0200097C	StardewValley.Minigames.MineCart+BaseCharacter	NestedPublic, BeforeFieldInit	1	1	0	0
0x0200097D	StardewValley.Minigames.MineCart+ICollideable	NestedPublic, ClassSemanticsMask, Abstract, BeforeFieldInit	2	0	0	0
0x0200097E	StardewValley.Minigames.MineCart+Bubble	NestedPublic, BeforeFieldInit	8	9	0	0
0x0200097F	StardewValley.Minigames.MineCart+PlayerBubbleSpawner	NestedPublic, BeforeFieldInit	2	2	0	0
0x02000980	StardewValley.Minigames.MineCart+Whale	NestedPublic, BeforeFieldInit	6	6	0	1
0x02000981	StardewValley.Minigames.MineCart+EndingJunimo	NestedPublic, BeforeFieldInit	4	3	0	0
0x02000982	StardewValley.Minigames.MineCart+FallingBoulderSpawner	NestedPublic, BeforeFieldInit	5	3	0	0
0x02000983	StardewValley.Minigames.MineCart+WillOWisp	NestedPublic, BeforeFieldInit	6	6	0	0
0x02000984	StardewValley.Minigames.MineCart+CosmeticFallingBoulder	NestedPublic, BeforeFieldInit	3	3	0	0
0x02000985	StardewValley.Minigames.MineCart+NoxiousGas	NestedPublic, BeforeFieldInit	6	3	0	0
0x02000986	StardewValley.Minigames.MineCart+FallingBoulder	NestedPublic, BeforeFieldInit	8	5	0	0
0x02000987	StardewValley.Minigames.MineCart+MineCartSlime	NestedPublic, BeforeFieldInit	3	0	0	0
0x02000988	StardewValley.Minigames.MineCart+SlimeTrack	NestedPublic, BeforeFieldInit	3	0	0	0
0x02000989	StardewValley.Minigames.MineCart+HugeSlime	NestedPublic, BeforeFieldInit	7	10	0	0
0x0200098A	StardewValley.Minigames.MineCart+Roadblock	NestedPublic, BeforeFieldInit	8	0	0	0
0x0200098B	StardewValley.Minigames.MineCart+MineDebris	NestedPublic, BeforeFieldInit	8	19	0	0
0x0200098C	StardewValley.Minigames.MineCart+Obstacle	NestedPublic, BeforeFieldInit	8	0	0	0
0x0200098D	StardewValley.Minigames.MineCart+Fruit	NestedPublic, BeforeFieldInit	4	1	0	0
0x0200098E	StardewValley.Minigames.MineCart+Coin	NestedPublic, BeforeFieldInit	4	6	0	0
0x0200098F	StardewValley.Minigames.MineCart+Pickup	NestedPublic, BeforeFieldInit	5	0	0	0
0x02000990	StardewValley.Minigames.MineCart+BalanceTrack	NestedPublic, BeforeFieldInit	3	4	0	0
0x02000991	StardewValley.Minigames.MineCart+Track	NestedPublic, BeforeFieldInit	5	3	0	1
0x02000992	StardewValley.Minigames.MineCart+PlayerMineCartCharacter	NestedPublic, BeforeFieldInit	8	0	0	0
0x02000993	StardewValley.Minigames.MineCart+CheckpointIndicator	NestedPublic, BeforeFieldInit	4	5	0	0
0x02000994	StardewValley.Minigames.MineCart+GoalIndicator	NestedPublic, BeforeFieldInit	4	2	0	0
0x02000995	StardewValley.Minigames.MineCart+MineCartCharacter	NestedPublic, BeforeFieldInit	18	20	0	0
0x02000996	StardewValley.Minigames.MineCart+<>O	NestedPrivate, Abstract, Sealed, BeforeFieldInit	0	3	0	0
0x02000997	StardewValley.Minigames.MineCart+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	4	3	0	0
0x02000998	StardewValley.Minigames.NetLeaderboards+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	4	3	0	0
0x02000999	StardewValley.Minigames.PlaneFlyBy+<>c__DisplayClass8_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x0200099A	StardewValley.Minigames.RobotBlastoff+<>c__DisplayClass9_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x0200099B	StardewValley.Minigames.TargetGame+Target	NestedPublic, BeforeFieldInit	5	29	0	1
0x0200099C	StardewValley.Minigames.TargetGame+<>c__DisplayClass21_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x0200099D	StardewValley.Locations.AbandonedJojaMart+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x0200099E	StardewValley.Locations.AdventureGuild+<>c__DisplayClass12_0	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x0200099F	StardewValley.Locations.AdventureGuild+<>c__DisplayClass15_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020009A0	StardewValley.Locations.Beach+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	5	4	0	0
0x020009A1	StardewValley.Locations.BoatTunnel+TunnelAnimationState	NestedPublic, Sealed	0	9	0	0
