token	type	attributes	methods	fields	properties	nested
0x02000373	StardewValley.Companions.HoppingCompanion	Public, BeforeFieldInit	4	0	0	0
0x02000374	StardewValley.Companions.HungryFrogCompanion	Public, BeforeFieldInit	11	13	1	0
0x02000375	StardewValley.Characters.Cat	Public, BeforeFieldInit	1	0	0	0
0x02000376	StardewValley.Characters.Child	Public, BeforeFieldInit	38	11	1	2
0x02000377	StardewValley.Characters.Dog	Public, BeforeFieldInit	1	0	0	0
0x02000378	StardewValley.Characters.Horse	Public, BeforeFieldInit	31	14	3	4
0x02000379	StardewValley.Characters.Junimo	Public, BeforeFieldInit	37	20	1	0
0x0200037A	StardewValley.Characters.JunimoHarvester	Public, BeforeFieldInit	30	12	3	0
0x0200037B	StardewValley.Characters.Pet	Public, BeforeFieldInit	63	26	2	3
0x0200037C	StardewValley.Characters.Raccoon	Public, BeforeFieldInit	22	4	0	1
0x0200037D	StardewValley.Characters.TrashBear	Public, BeforeFieldInit	15	5	1	1
0x0200037E	StardewValley.Buildings.Barn	Public, BeforeFieldInit	1	0	0	0
0x0200037F	StardewValley.Buildings.Building	Public, BeforeFieldInit	114	42	5	8
0x02000380	StardewValley.Buildings.Coop	Public, BeforeFieldInit	1	0	0	0
0x02000381	StardewValley.Buildings.FishPond	Public, BeforeFieldInit	46	32	1	2
0x02000382	StardewValley.Buildings.JumpingFish	Public, BeforeFieldInit	4	11	0	0
0x02000383	StardewValley.Buildings.PondFishSilhouette	Public, BeforeFieldInit	5	11	0	0
0x02000384	StardewValley.Buildings.GreenhouseBuilding	Public, BeforeFieldInit	10	1	0	0
0x02000385	StardewValley.Buildings.IndoorsType	Public, Sealed	0	4	0	0
0x02000386	StardewValley.Buildings.JunimoHut	Public, BeforeFieldInit	21	11	0	1
0x02000387	StardewValley.Buildings.Mill	Public, BeforeFieldInit	3	2	0	0
0x02000388	StardewValley.Buildings.PetBowl	Public, BeforeFieldInit	10	4	0	0
0x02000389	StardewValley.Buildings.ShippingBin	Public, BeforeFieldInit	18	4	0	0
0x0200038A	StardewValley.Buildings.Stable	Public, BeforeFieldInit	12	0	1	0
0x0200038B	StardewValley.Buffs.BuffAttributeDisplay	Public, BeforeFieldInit	2	4	0	2
0x0200038C	StardewValley.Buffs.BuffEffects	Public, BeforeFieldInit	8	21	1	0
0x0200038D	StardewValley.Buffs.BuffManager	Public, BeforeFieldInit	29	6	19	0
0x0200038E	StardewValley.BellsAndWhistles.AmbientLocationSounds	Public, BeforeFieldInit	8	19	0	0
0x0200038F	StardewValley.BellsAndWhistles.Birdie	Public, BeforeFieldInit	9	14	0	0
0x02000390	StardewValley.BellsAndWhistles.Butterfly	Public, BeforeFieldInit	6	12	0	0
0x02000391	StardewValley.BellsAndWhistles.CalderaMonkey	Public, BeforeFieldInit	6	15	0	0
0x02000392	StardewValley.BellsAndWhistles.Cloud	Public, BeforeFieldInit	6	5	0	0
0x02000393	StardewValley.BellsAndWhistles.CrabCritter	Public, BeforeFieldInit	6	13	0	0
0x02000394	StardewValley.BellsAndWhistles.Critter	Public, Abstract, BeforeFieldInit	8	12	0	0
0x02000395	StardewValley.BellsAndWhistles.Crow	Public, BeforeFieldInit	6	6	0	0
0x02000396	StardewValley.BellsAndWhistles.EmilysParrot	Public, BeforeFieldInit	4	10	0	0
0x02000397	StardewValley.BellsAndWhistles.Firefly	Public, BeforeFieldInit	4	4	0	0
0x02000398	StardewValley.BellsAndWhistles.Frog	Public, BeforeFieldInit	5	6	0	0
0x02000399	StardewValley.BellsAndWhistles.Lexicon	Public, BeforeFieldInit	17	0	0	0
0x0200039A	StardewValley.BellsAndWhistles.MoneyDial	Public, BeforeFieldInit	3	12	0	0
0x0200039B	StardewValley.BellsAndWhistles.Opossum	Public, BeforeFieldInit	2	3	0	0
0x0200039C	StardewValley.BellsAndWhistles.OverheadParrot	Public, BeforeFieldInit	6	13	0	0
0x0200039D	StardewValley.BellsAndWhistles.Owl	Public, BeforeFieldInit	5	0	0	0
0x0200039E	StardewValley.BellsAndWhistles.ParrotPlatform	Public, BeforeFieldInit	14	13	0	2
0x0200039F	StardewValley.BellsAndWhistles.ParrotUpgradePerch	Public, BeforeFieldInit	24	27	1	4
0x020003A0	StardewValley.BellsAndWhistles.PerchingBirds	Public, BeforeFieldInit	13	13	0	0
0x020003A1	StardewValley.BellsAndWhistles.Bird	Public, BeforeFieldInit	5	14	0	1
0x020003A2	StardewValley.BellsAndWhistles.PlayerStatusList	Public, BeforeFieldInit	18	11	1	4
0x020003A3	StardewValley.BellsAndWhistles.Rabbit	Public, BeforeFieldInit	2	2	0	0
0x020003A4	StardewValley.BellsAndWhistles.SandDuggy	Public, BeforeFieldInit	13	10	1	2
0x020003A5	StardewValley.BellsAndWhistles.ScreenFade	Public, BeforeFieldInit	8	10	0	0
0x020003A6	StardewValley.BellsAndWhistles.ScreenSwipe	Public, BeforeFieldInit	6	19	2	0
0x020003A7	StardewValley.BellsAndWhistles.Seagull	Public, BeforeFieldInit	3	10	0	0
0x020003A8	StardewValley.BellsAndWhistles.SebsFrogs	Public, BeforeFieldInit	2	2	0	0
0x020003A9	StardewValley.BellsAndWhistles.SparklingText	Public, BeforeFieldInit	6	19	0	1
0x020003AA	StardewValley.BellsAndWhistles.SpriteText	Public, BeforeFieldInit	38	40	12	1
0x020003AB	StardewValley.BellsAndWhistles.Squirrel	Public, BeforeFieldInit	4	6	0	0
0x020003AC	StardewValley.BellsAndWhistles.SuspensionBridge	Public, BeforeFieldInit	8	6	0	0
0x020003AD	StardewValley.BellsAndWhistles.Train	Public, BeforeFieldInit	6	18	1	0
0x020003AE	StardewValley.BellsAndWhistles.TrainCar	Public, BeforeFieldInit	6	24	1	0
0x020003AF	StardewValley.BellsAndWhistles.Woodpecker	Public, BeforeFieldInit	7	5	0	0
0x020003B0	StardewValley.Audio.AudioCategoryWrapper	Public, BeforeFieldInit	2	1	0	0
0x020003B1	StardewValley.Audio.AudioCueModificationManager	Public, BeforeFieldInit	5	1	0	0
0x020003B2	StardewValley.Audio.AudioEngineWrapper	BeforeFieldInit	7	1	2	0
0x020003B3	StardewValley.Audio.DummyAudioCategory	Public, BeforeFieldInit	2	0	0	0
0x020003B4	StardewValley.Audio.DummyAudioEngine	BeforeFieldInit	7	3	2	0
0x020003B5	StardewValley.Audio.IAudioCategory	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	1	0	0	0
0x020003B6	StardewValley.Audio.IAudioEngine	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	5	0	2	0
0x020003B7	StardewValley.Audio.ISoundsHelper	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	7	0	1	0
0x020003B8	StardewValley.Audio.LoopingCueManager	Public, BeforeFieldInit	3	2	0	0
0x020003B9	StardewValley.Audio.SoundContext	Public, Sealed	0	3	0	0
0x020003BA	StardewValley.Audio.SoundsHelper	Public, BeforeFieldInit	11	4	1	1
0x020003BB	<PrivateImplementationDetails>	Sealed	1	81	0	24
0x020003BC	ObjToStr+ToStringDescription	NestedPrivate, SequentialLayout, Sealed, BeforeFieldInit	0	2	0	0
0x020003BD	ObjToStr+ToStringMember	NestedPrivate, SequentialLayout, Sealed, BeforeFieldInit	4	3	2	0
0x020003BE	ObjToStr+Style	NestedPublic, BeforeFieldInit	2	7	0	0
0x020003BF	Ionic.Zlib.DeflateManager+CompressFunc	NestedAssembly, Sealed	4	0	0	0
0x020003C0	Ionic.Zlib.DeflateManager+Config	NestedAssembly	3	6	0	0
0x020003C1	Ionic.Zlib.InflateBlocks+InflateBlockMode	NestedPrivate, Sealed	0	11	0	0
0x020003C2	Ionic.Zlib.InflateManager+InflateManagerMode	NestedPrivate, Sealed	0	15	0	0
0x020003C3	Ionic.Zlib.ZlibBaseStream+StreamMode	NestedAssembly, Sealed	0	4	0	0
0x020003C4	Netcode.BinaryReaderWriterExtensions+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x020003C5	Netcode.AbstractNetSerializable+<>c__DisplayClass11_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020003C6	Netcode.NetArray`2+FieldCreateEvent	NestedPublic, Sealed	4	0	0	0
0x020003C7	Netcode.NetArray`2+<GetEnumerator>d__33	NestedPrivate, Sealed, BeforeFieldInit	7	4	2	0
0x020003C8	Netcode.NetCollection`1+ContentsChangeEvent	NestedPublic, Sealed	4	0	0	0
0x020003C9	Netcode.NetCollection`1+<>c__DisplayClass42_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020003CA	Netcode.NetDictionary`5+IncomingChange	NestedPublic, BeforeFieldInit	1	5	0	0
0x020003CB	Netcode.NetDictionary`5+OutgoingChange	NestedPublic, BeforeFieldInit	1	4	0	0
0x020003CC	Netcode.NetDictionary`5+ContentsChangeEvent	NestedPublic, Sealed	4	0	0	0
0x020003CD	Netcode.NetDictionary`5+ConflictResolveEvent	NestedPublic, Sealed	4	0	0	0
0x020003CE	Netcode.NetDictionary`5+ContentsUpdateEvent	NestedPublic, Sealed	4	0	0	0
0x020003CF	Netcode.NetDictionary`5+ReadFunc	NestedPrivate, Sealed	4	0	0	0
0x020003D0	Netcode.NetDictionary`5+WriteFunc`1	NestedPrivate, Sealed	4	0	0	0
0x020003D1	Netcode.NetDictionary`5+PairsCollection	NestedPublic, SequentialLayout, Sealed, BeforeFieldInit	6	1	0	1
0x020003D2	Netcode.NetDictionary`5+ValuesCollection	NestedPublic, SequentialLayout, Sealed, BeforeFieldInit	4	1	0	1
0x020003D3	Netcode.NetDictionary`5+KeysCollection	NestedPublic, SequentialLayout, Sealed, BeforeFieldInit	7	1	0	1
0x020003D4	Netcode.NetDictionary`5+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	4	3	0	0
0x020003D5	Netcode.NetDictionary`5+<>c__DisplayClass50_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020003D6	Netcode.NetDictionary`5+<>c__DisplayClass64_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020003D7	Netcode.NetDictionary`5+<>c__DisplayClass85_0	NestedPrivate, Sealed, BeforeFieldInit	3	6	0	0
0x020003D8	Netcode.NetDictionary`5+<>c__DisplayClass91_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020003D9	Netcode.NetDictionary`5+<updates>d__92	NestedPrivate, Sealed, BeforeFieldInit	10	6	2	0
0x020003DA	Netcode.NetEvent0+Event	NestedPublic, Sealed	4	0	0	0
0x020003DB	Netcode.AbstractNetEvent1`1+EventRecording	NestedPublic, BeforeFieldInit	1	2	0	0
0x020003DC	Netcode.AbstractNetEvent1`1+Event	NestedPublic, Sealed	4	0	0	0
0x020003DD	Netcode.AbstractNetEvent1`1+<>c__DisplayClass8_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020003DE	Netcode.NetEventBinary+ArgWriter	NestedPublic, Sealed	4	0	0	0
0x020003DF	Netcode.NetEventBinary+<>c__DisplayClass2_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020003E0	Netcode.NetFieldBase`2+NetFieldBaseBool	NestedFamily, Sealed	0	6	0	0
0x020003E1	Netcode.NetString+FilterString	NestedPublic, Sealed	4	0	0	0
0x020003E2	Netcode.NetHashSet`1+IncomingChange	NestedPublic, BeforeFieldInit	1	3	0	0
0x020003E3	Netcode.NetHashSet`1+OutgoingChange	NestedPublic, BeforeFieldInit	1	2	0	0
0x020003E4	Netcode.NetHashSet`1+ContentsChangeEvent	NestedPublic, Sealed	4	0	0	0
0x020003E5	Netcode.NetHashSet`1+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x020003E6	Netcode.NetHashSet`1+<>c__DisplayClass33_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020003E7	Netcode.NetList`2+ElementChangedEvent	NestedPublic, Sealed	4	0	0	0
0x020003E8	Netcode.NetList`2+ArrayReplacedEvent	NestedPublic, Sealed	4	0	0	0
0x020003E9	Netcode.NetList`2+Enumerator	NestedPublic, SequentialLayout, Sealed, BeforeFieldInit	6	4	2	0
0x020003EA	Netcode.NetList`2+<>c__DisplayClass24_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020003EB	Netcode.NetList`2+<>c__DisplayClass51_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020003EC	Netcode.NetObjectShrinkList`1+Enumerator	NestedPublic, SequentialLayout, Sealed, BeforeFieldInit	6	4	2	0
0x020003ED	Netcode.NetRefBase`2+RefDeltaType	NestedPrivate, Sealed	0	3	0	0
0x020003EE	Netcode.NetRefBase`2+ConflictResolveEvent	NestedPublic, Sealed	4	0	0	0
0x020003EF	Netcode.NetRefBase`2+<>c__DisplayClass25_0	NestedPrivate, Sealed, BeforeFieldInit	3	3	0	0
0x020003F0	Netcode.NetRefBase`2+<>c__DisplayClass26_0	NestedPrivate, Sealed, BeforeFieldInit	3	2	0	0
0x020003F1	Netcode.NetRootDictionary`2+Enumerator	NestedPublic, SequentialLayout, Sealed, BeforeFieldInit	6	4	2	0
0x020003F2	Netcode.NetRootDictionary`2+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x020003F3	Netcode.NetVersion+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	5	4	0	0
0x020003F4	Force.DeepCloner.Helpers.ClonerToExprGenerator+<>c__DisplayClass8_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020003F5	Force.DeepCloner.Helpers.DeepClonerCache+<>c__DisplayClass5_0`1	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020003F6	Force.DeepCloner.Helpers.DeepClonerCache+<>c__DisplayClass6_0`1	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020003F7	Force.DeepCloner.Helpers.DeepClonerCache+<>c__DisplayClass7_0`1	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020003F8	Force.DeepCloner.Helpers.DeepClonerCache+<>c__DisplayClass8_0`1	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020003F9	Force.DeepCloner.Helpers.DeepClonerCache+<>c__DisplayClass9_0`1	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020003FA	Force.DeepCloner.Helpers.DeepClonerExprGenerator+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	5	4	0	0
0x020003FB	Force.DeepCloner.Helpers.DeepClonerExprGenerator+<>c__DisplayClass6_0	NestedPrivate, Sealed, BeforeFieldInit	3	2	0	0
0x020003FC	Force.DeepCloner.Helpers.DeepClonerGenerator+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	6	5	0	0
0x020003FD	Force.DeepCloner.Helpers.DeepClonerGenerator+<>c__9`1	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x020003FE	Force.DeepCloner.Helpers.DeepCloneState+MiniDictionary	NestedPrivate, BeforeFieldInit	11	4	0	1
0x020003FF	Force.DeepCloner.Helpers.ReflectionHelper+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	4	3	0	0
0x02000400	Force.DeepCloner.Helpers.ShallowObjectCloner+ShallowSafeObjectCloner	NestedPrivate	3	1	0	0
0x02000401	StardewValley.AnimatedSprite+endOfAnimationBehavior	NestedPublic, Sealed	4	0	0	0
0x02000402	StardewValley.ButtonCollection+ButtonEnumerator	NestedPublic, SequentialLayout, Sealed, BeforeFieldInit	4	2	1	0
0x02000403	StardewValley.ChatCommands+ChatCommand	NestedPublic, BeforeFieldInit	2	6	0	0
0x02000404	StardewValley.ChatCommands+DefaultHandlers	NestedPublic, Abstract, Sealed, BeforeFieldInit	26	0	0	0
0x02000405	StardewValley.ChatCommands+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	17	1	0	0
0x02000406	StardewValley.ChatCommands+<>c__DisplayClass9_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000407	StardewValley.CraftingRecipe+<>c__DisplayClass27_0	NestedPrivate, Sealed, BeforeFieldInit	0	3	0	0
0x02000408	StardewValley.Debris+DebrisType	NestedPublic, Sealed	0	8	0	0
0x02000409	StardewValley.DebugCommands+DefaultHandlers	NestedPublic, Abstract, Sealed, BeforeFieldInit	352	0	0	26
0x0200040A	StardewValley.DebugCommands+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	6	5	0	0
0x0200040B	StardewValley.DebugCommands+<>c__DisplayClass4_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x0200040C	StardewValley.Dialogue+onAnswerQuestion	NestedPublic, Sealed	4	0	0	0
0x0200040D	StardewValley.Dialogue+<>c__DisplayClass103_0	NestedPrivate, Sealed, BeforeFieldInit	1	3	0	0
0x0200040E	StardewValley.Dialogue+<>c__DisplayClass103_1	NestedPrivate, Sealed, BeforeFieldInit	3	2	0	0
0x0200040F	StardewValley.Event+DefaultCommands	NestedPublic, Abstract, Sealed, BeforeFieldInit	142	0	0	9
0x02000410	StardewValley.Event+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	8	7	0	0
0x02000411	StardewValley.Event+<>c__DisplayClass117_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000412	StardewValley.Event+<>c__DisplayClass124_0	NestedPrivate, Sealed, BeforeFieldInit	3	4	0	0
0x02000413	StardewValley.Event+<>c__DisplayClass132_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000414	StardewValley.Event+<>c__DisplayClass152_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000415	StardewValley.Event+<>c__DisplayClass172_0	NestedPrivate, Sealed, BeforeFieldInit	7	3	0	0
0x02000416	StardewValley.Event+<>c__DisplayClass172_1	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x02000417	StardewValley.Event+<>c__DisplayClass172_2	NestedPrivate, Sealed, BeforeFieldInit	4	4	0	0
0x02000418	StardewValley.Event+<>c__DisplayClass202_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000419	StardewValley.Event+<>c__DisplayClass203_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x0200041A	StardewValley.Event+<>c__DisplayClass213_0	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x0200041B	StardewValley.Event+<>c__DisplayClass228_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x0200041C	StardewValley.NPCController+endBehavior	NestedPublic, Sealed	4	0	0	0
0x0200041D	StardewValley.EventScript_GreenTea+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x0200041E	StardewValley.FarmAnimal+<>c__DisplayClass112_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x0200041F	StardewValley.FarmAnimal+<>c__DisplayClass132_0	NestedPrivate, Sealed, BeforeFieldInit	5	3	0	0
0x02000420	StardewValley.Farmer+EmoteType	NestedPublic, BeforeFieldInit	2	6	1	0
0x02000421	StardewValley.Farmer+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	28	5	0	0
0x02000422	StardewValley.Farmer+<>c__DisplayClass541_0	NestedPrivate, Sealed, BeforeFieldInit	2	5	0	0
0x02000423	StardewValley.Farmer+<>c__DisplayClass550_0	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x02000424	StardewValley.Farmer+<>c__DisplayClass595_0	NestedPrivate, Sealed, BeforeFieldInit	3	2	0	0
0x02000425	StardewValley.Farmer+<>c__DisplayClass621_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000426	StardewValley.Farmer+<>c__DisplayClass629_0	NestedPrivate, Sealed, BeforeFieldInit	4	3	0	0
0x02000427	StardewValley.Farmer+<>c__DisplayClass672_0	NestedPrivate, Sealed, BeforeFieldInit	2	4	0	0
0x02000428	StardewValley.Farmer+<>c__DisplayClass724_0`1	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000429	StardewValley.Farmer+<>c__DisplayClass744_0	NestedPrivate, Sealed, BeforeFieldInit	4	2	0	0
0x0200042A	StardewValley.Farmer+<>c__DisplayClass750_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x0200042B	StardewValley.FarmerRenderer+FarmerSpriteLayers	NestedPublic, Sealed	0	22	0	0
0x0200042C	StardewValley.FarmerSprite+AnimationFrame	NestedPublic, SequentialLayout, Sealed, BeforeFieldInit	9	8	0	0
0x0200042D	StardewValley.FarmerTeam+RemoteBuildingPermissions	NestedPublic, Sealed	0	4	0	0
0x0200042E	StardewValley.FarmerTeam+SleepAnnounceModes	NestedPublic, Sealed	0	4	0	0
0x0200042F	StardewValley.FarmerTeam+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	7	6	0	0
0x02000430	StardewValley.FarmerTeam+<>c__DisplayClass100_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000431	StardewValley.FarmerTeam+<>c__DisplayClass118_0	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x02000432	StardewValley.FarmerTeam+<>c__DisplayClass120_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000433	StardewValley.FarmerTeam+<>c__DisplayClass122_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000434	StardewValley.FarmerTeam+<>c__DisplayClass124_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000435	StardewValley.FarmerTeam+<>c__DisplayClass141_0	NestedPrivate, Sealed, BeforeFieldInit	2	4	0	0
0x02000436	StardewValley.FarmerTeam+<>c__DisplayClass85_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000437	StardewValley.FarmerTeam+<>c__DisplayClass91_0	NestedPrivate, Sealed, BeforeFieldInit	3	2	0	0
0x02000438	StardewValley.Game1+BundleType	NestedPublic, Sealed	0	3	0	0
0x02000439	StardewValley.Game1+MineChestType	NestedPublic, Sealed	0	3	0	0
0x0200043A	StardewValley.Game1+afterFadeFunction	NestedPublic, Sealed	4	0	0	0
0x0200043B	StardewValley.Game1+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	42	41	0	0
0x0200043C	StardewValley.Game1+<>c__DisplayClass1005_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x0200043D	StardewValley.Game1+<>c__DisplayClass1051_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x0200043E	StardewValley.Game1+<>c__DisplayClass1062_0	NestedPrivate, Sealed, BeforeFieldInit	4	3	0	0
0x0200043F	StardewValley.Game1+<>c__DisplayClass1063_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000440	StardewValley.Game1+<>c__DisplayClass1066_0	NestedPrivate, Sealed, BeforeFieldInit	5	3	0	0
0x02000441	StardewValley.Game1+<>c__DisplayClass2_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000442	StardewValley.Game1+<>c__DisplayClass612_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000443	StardewValley.Game1+<>c__DisplayClass665_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000444	StardewValley.Game1+<>c__DisplayClass678_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000445	StardewValley.Game1+<>c__DisplayClass713_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000446	StardewValley.Game1+<>c__DisplayClass735_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000447	StardewValley.Game1+<>c__DisplayClass749_0	NestedPrivate, Sealed, BeforeFieldInit	4	1	0	0
0x02000448	StardewValley.Game1+<>c__DisplayClass772_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000449	StardewValley.Game1+<>c__DisplayClass772_1	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x0200044A	StardewValley.Game1+<>c__DisplayClass772_2	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x0200044B	StardewValley.Game1+<>c__DisplayClass772_3	NestedPrivate, Sealed, BeforeFieldInit	3	2	0	0
0x0200044C	StardewValley.Game1+<>c__DisplayClass782_0	NestedPrivate, Sealed, BeforeFieldInit	3	1	0	0
0x0200044D	StardewValley.Game1+<>c__DisplayClass784_0	NestedPrivate, Sealed, BeforeFieldInit	3	2	0	0
0x0200044E	StardewValley.Game1+<>c__DisplayClass846_0	NestedPrivate, Sealed, BeforeFieldInit	2	6	0	0
0x0200044F	StardewValley.Game1+<>c__DisplayClass850_0`1	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x02000450	StardewValley.Game1+<>c__DisplayClass851_0`1	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000451	StardewValley.Game1+<>c__DisplayClass852_0`1	NestedPrivate, Sealed, BeforeFieldInit	2	4	0	0
0x02000452	StardewValley.Game1+<>c__DisplayClass853_0	NestedPrivate, Sealed, BeforeFieldInit	2	4	0	0
0x02000453	StardewValley.Game1+<>c__DisplayClass862_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000454	StardewValley.Game1+<>c__DisplayClass863_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000455	StardewValley.Game1+<>c__DisplayClass873_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000456	StardewValley.Game1+<>c__DisplayClass919_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000457	StardewValley.Game1+<>c__DisplayClass925_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000458	StardewValley.Game1+<>c__DisplayClass927_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000459	StardewValley.Game1+<>c__DisplayClass927_1	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x0200045A	StardewValley.Game1+<>c__DisplayClass950_0	NestedPrivate, Sealed, BeforeFieldInit	1	2	0	0
0x0200045B	StardewValley.Game1+<>c__DisplayClass950_1	NestedPrivate, Sealed, BeforeFieldInit	3	3	0	0
0x0200045C	StardewValley.Game1+<>c__DisplayClass978_0	NestedPrivate, Sealed, BeforeFieldInit	2	5	0	0
0x0200045D	StardewValley.Game1+<GetLoadContentEnumerator>d__630	NestedPrivate, Sealed, BeforeFieldInit	6	4	2	0
0x0200045E	StardewValley.Game1+<_newDayAfterFade>d__784	NestedPrivate, Sealed, BeforeFieldInit	6	6	2	0
0x0200045F	StardewValley.Game1+<getAllFarmhands>d__913	NestedPrivate, Sealed, BeforeFieldInit	9	4	2	0
0x02000460	StardewValley.Game1+<getOfflineFarmhands>d__914	NestedPrivate, Sealed, BeforeFieldInit	9	4	2	0
0x02000461	StardewValley.GameStateQuery+Helpers	NestedPublic, Abstract, Sealed, BeforeFieldInit	9	0	0	1
0x02000462	StardewValley.GameStateQuery+ParsedGameStateQuery	NestedPublic, SequentialLayout, Sealed, BeforeFieldInit	1	4	0	0
0x02000463	StardewValley.GameStateQuery+DefaultResolvers	NestedPublic, Abstract, Sealed, BeforeFieldInit	115	0	0	71
0x02000464	StardewValley.HouseRenovation+AnimationType	NestedPublic, Sealed	0	3	0	0
0x02000465	StardewValley.HouseRenovation+<>c__DisplayClass47_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000466	StardewValley.HouseRenovation+<>c__DisplayClass47_1	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000467	StardewValley.HouseRenovation+<>c__DisplayClass47_2	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000468	StardewValley.HUDMessage+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
