token	declaring_type	method	rva	il_bytes	attributes	impl_attributes
0x060039ED	Netcode.NetList`2+ArrayReplacedEvent	.ctor	0x0	0	Public, HideBySig, SpecialName, RTSpecialName	CodeTypeMask
0x060039EE	Netcode.NetList`2+ArrayReplacedEvent	Invoke	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask	CodeTypeMask
0x060039EF	Netcode.NetList`2+ArrayReplacedEvent	BeginInvoke	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask	CodeTypeMask
0x060039F0	Netcode.NetList`2+ArrayReplacedEvent	EndInvoke	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask	CodeTypeMask
0x060039F1	Netcode.NetList`2+Enumerator	.ctor	0x2D7D14	34	Public, HideBySig, SpecialName, RTSpecialName	IL
0x060039F2	Netcode.NetList`2+Enumerator	MoveNext	0x2D7D38	96	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x060039F3	Netcode.NetList`2+Enumerator	get_Current	0x2D7DA4	7	Public, Final, Virtual, HideBySig, VtableLayoutMask, SpecialName	IL
0x060039F4	Netcode.NetList`2+Enumerator	Dispose	0x2D7DAC	1	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x060039F5	Netcode.NetList`2+Enumerator	System.Collections.IEnumerator.get_Current	0x2D7DAE	26	Private, Final, Virtual, HideBySig, VtableLayoutMask, SpecialName	IL
0x060039F6	Netcode.NetList`2+Enumerator	System.Collections.IEnumerator.Reset	0x2D7DC9	27	Private, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x060039F7	Netcode.NetList`2+<>c__DisplayClass24_0	.ctor	0x2D7DE5	7	Public, HideBySig, SpecialName, RTSpecialName	IL
0x060039F8	Netcode.NetList`2+<>c__DisplayClass24_0	<hookField>b__0	0x2D7DED	36	Assembly, HideBySig	IL
0x060039F9	Netcode.NetList`2+<>c__DisplayClass51_0	.ctor	0x2D7E12	7	Public, HideBySig, SpecialName, RTSpecialName	IL
0x060039FA	Netcode.NetList`2+<>c__DisplayClass51_0	<Filter>b__0	0x2D7E1A	16	Assembly, HideBySig	IL
0x060039FB	Netcode.NetObjectShrinkList`1+Enumerator	.ctor	0x2D7E2B	34	Public, HideBySig, SpecialName, RTSpecialName	IL
0x060039FC	Netcode.NetObjectShrinkList`1+Enumerator	MoveNext	0x2D7E50	91	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x060039FD	Netcode.NetObjectShrinkList`1+Enumerator	get_Current	0x2D7EB7	7	Public, Final, Virtual, HideBySig, VtableLayoutMask, SpecialName	IL
0x060039FE	Netcode.NetObjectShrinkList`1+Enumerator	Dispose	0x2D7EBF	1	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x060039FF	Netcode.NetObjectShrinkList`1+Enumerator	System.Collections.IEnumerator.get_Current	0x2D7EC1	26	Private, Final, Virtual, HideBySig, VtableLayoutMask, SpecialName	IL
0x06003A00	Netcode.NetObjectShrinkList`1+Enumerator	System.Collections.IEnumerator.Reset	0x2D7EDC	27	Private, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x06003A01	Netcode.NetRefBase`2+ConflictResolveEvent	.ctor	0x0	0	Public, HideBySig, SpecialName, RTSpecialName	CodeTypeMask
0x06003A02	Netcode.NetRefBase`2+ConflictResolveEvent	Invoke	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask	CodeTypeMask
0x06003A03	Netcode.NetRefBase`2+ConflictResolveEvent	BeginInvoke	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask	CodeTypeMask
0x06003A04	Netcode.NetRefBase`2+ConflictResolveEvent	EndInvoke	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask	CodeTypeMask
0x06003A05	Netcode.NetRefBase`2+<>c__DisplayClass25_0	.ctor	0x2D7EF8	7	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06003A06	Netcode.NetRefBase`2+<>c__DisplayClass25_0	<ReadDelta>b__0	0x2D7F00	253	Assembly, HideBySig	IL
0x06003A07	Netcode.NetRefBase`2+<>c__DisplayClass25_0	<ReadDelta>b__1	0x2D800C	67	Assembly, HideBySig	IL
0x06003A08	Netcode.NetRefBase`2+<>c__DisplayClass26_0	.ctor	0x2D805B	7	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06003A09	Netcode.NetRefBase`2+<>c__DisplayClass26_0	<WriteDelta>b__0	0x2D8064	75	Assembly, HideBySig	IL
0x06003A0A	Netcode.NetRefBase`2+<>c__DisplayClass26_0	<WriteDelta>b__1	0x2D80BB	36	Assembly, HideBySig	IL
0x06003A0B	Netcode.NetRootDictionary`2+Enumerator	.ctor	0x2D80E0	44	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06003A0C	Netcode.NetRootDictionary`2+Enumerator	MoveNext	0x2D8110	80	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x06003A0D	Netcode.NetRootDictionary`2+Enumerator	get_Current	0x2D816C	7	Public, Final, Virtual, HideBySig, VtableLayoutMask, SpecialName	IL
0x06003A0E	Netcode.NetRootDictionary`2+Enumerator	Dispose	0x2D8174	1	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x06003A0F	Netcode.NetRootDictionary`2+Enumerator	System.Collections.IEnumerator.get_Current	0x2D8176	26	Private, Final, Virtual, HideBySig, VtableLayoutMask, SpecialName	IL
0x06003A10	Netcode.NetRootDictionary`2+Enumerator	System.Collections.IEnumerator.Reset	0x2D8191	37	Private, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x06003A11	Netcode.NetRootDictionary`2+<>c	.cctor	0x2D81B7	11	Private, Static, HideBySig, SpecialName, RTSpecialName	IL
0x06003A12	Netcode.NetRootDictionary`2+<>c	.ctor	0x2D81C3	7	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06003A13	Netcode.NetRootDictionary`2+<>c	<get_Values>b__14_0	0x2D81CB	7	Assembly, HideBySig	IL
0x06003A14	Netcode.NetVersion+<>c	.cctor	0x2D81D3	11	Private, Static, HideBySig, SpecialName, RTSpecialName	IL
0x06003A15	Netcode.NetVersion+<>c	.ctor	0x2D81DF	7	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06003A16	Netcode.NetVersion+<>c	<IsSimultaneousWith>b__11_0	0x2D81E7	5	Assembly, HideBySig	IL
0x06003A17	Netcode.NetVersion+<>c	<IsPrecededBy>b__12_0	0x2D81ED	8	Assembly, HideBySig	IL
0x06003A18	Netcode.NetVersion+<>c	<IsFollowedBy>b__13_0	0x2D81F6	5	Assembly, HideBySig	IL
0x06003A19	Force.DeepCloner.Helpers.ClonerToExprGenerator+<>c__DisplayClass8_0	.ctor	0x2D81FC	7	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06003A1A	Force.DeepCloner.Helpers.ClonerToExprGenerator+<>c__DisplayClass8_0	<CloneAbstractArrayInternal>b__0	0x2D8204	30	Assembly, HideBySig	IL
0x06003A1B	Force.DeepCloner.Helpers.DeepClonerCache+<>c__DisplayClass5_0`1	.ctor	0x2D8223	7	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06003A1C	Force.DeepCloner.Helpers.DeepClonerCache+<>c__DisplayClass5_0`1	<GetOrAddClass>b__0	0x2D822B	18	Assembly, HideBySig	IL
0x06003A1D	Force.DeepCloner.Helpers.DeepClonerCache+<>c__DisplayClass6_0`1	.ctor	0x2D823E	7	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06003A1E	Force.DeepCloner.Helpers.DeepClonerCache+<>c__DisplayClass6_0`1	<GetOrAddDeepClassTo>b__0	0x2D8246	18	Assembly, HideBySig	IL
0x06003A1F	Force.DeepCloner.Helpers.DeepClonerCache+<>c__DisplayClass7_0`1	.ctor	0x2D8259	7	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06003A20	Force.DeepCloner.Helpers.DeepClonerCache+<>c__DisplayClass7_0`1	<GetOrAddShallowClassTo>b__0	0x2D8261	18	Assembly, HideBySig	IL
0x06003A21	Force.DeepCloner.Helpers.DeepClonerCache+<>c__DisplayClass8_0`1	.ctor	0x2D8274	7	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06003A22	Force.DeepCloner.Helpers.DeepClonerCache+<>c__DisplayClass8_0`1	<GetOrAddStructAsObject>b__0	0x2D827C	18	Assembly, HideBySig	IL
0x06003A23	Force.DeepCloner.Helpers.DeepClonerCache+<>c__DisplayClass9_0`1	.ctor	0x2D828F	7	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06003A24	Force.DeepCloner.Helpers.DeepClonerCache+<>c__DisplayClass9_0`1	<GetOrAddConvertor>b__0	0x2D8297	29	Assembly, HideBySig	IL
0x06003A25	Force.DeepCloner.Helpers.DeepClonerExprGenerator+<>c	.cctor	0x2D82B5	11	Private, Static, HideBySig, SpecialName, RTSpecialName	IL
0x06003A26	Force.DeepCloner.Helpers.DeepClonerExprGenerator+<>c	.ctor	0x2D82C1	7	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06003A27	Force.DeepCloner.Helpers.DeepClonerExprGenerator+<>c	<GenerateProcessMethod>b__4_0	0x2D82C9	7	Assembly, HideBySig	IL
0x06003A28	Force.DeepCloner.Helpers.DeepClonerExprGenerator+<>c	<GenerateProcessTupleMethod>b__6_1	0x2D82D1	7	Assembly, HideBySig	IL
0x06003A29	Force.DeepCloner.Helpers.DeepClonerExprGenerator+<>c	<GenerateProcessTupleMethod>b__6_2	0x2D82D9	46	Assembly, HideBySig	IL
0x06003A2A	Force.DeepCloner.Helpers.DeepClonerExprGenerator+<>c__DisplayClass6_0	.ctor	0x2D8308	7	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06003A2B	Force.DeepCloner.Helpers.DeepClonerExprGenerator+<>c__DisplayClass6_0	<GenerateProcessTupleMethod>b__0	0x2D8310	17	Assembly, HideBySig	IL
0x06003A2C	Force.DeepCloner.Helpers.DeepClonerExprGenerator+<>c__DisplayClass6_0	<GenerateProcessTupleMethod>b__3	0x2D8322	18	Assembly, HideBySig	IL
0x06003A2D	Force.DeepCloner.Helpers.DeepClonerGenerator+<>c	.cctor	0x2D8335	11	Private, Static, HideBySig, SpecialName, RTSpecialName	IL
0x06003A2E	Force.DeepCloner.Helpers.DeepClonerGenerator+<>c	.ctor	0x2D8341	7	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06003A2F	Force.DeepCloner.Helpers.DeepClonerGenerator+<>c	<CloneClassRoot>b__1_0	0x2D8349	8	Assembly, HideBySig	IL
0x06003A30	Force.DeepCloner.Helpers.DeepClonerGenerator+<>c	<CloneClassInternal>b__2_0	0x2D8352	8	Assembly, HideBySig	IL
0x06003A31	Force.DeepCloner.Helpers.DeepClonerGenerator+<>c	<CloneObjectTo>b__11_0	0x2D835B	8	Assembly, HideBySig	IL
0x06003A32	Force.DeepCloner.Helpers.DeepClonerGenerator+<>c	<CloneObjectTo>b__11_1	0x2D8364	8	Assembly, HideBySig	IL
0x06003A33	Force.DeepCloner.Helpers.DeepClonerGenerator+<>c__9`1	.cctor	0x2D836D	11	Private, Static, HideBySig, SpecialName, RTSpecialName	IL
0x06003A34	Force.DeepCloner.Helpers.DeepClonerGenerator+<>c__9`1	.ctor	0x2D8379	7	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06003A35	Force.DeepCloner.Helpers.DeepClonerGenerator+<>c__9`1	<GetClonerForValueType>b__9_0	0x2D8381	8	Assembly, HideBySig	IL
0x06003A36	Force.DeepCloner.Helpers.DeepCloneState+MiniDictionary	.ctor	0x2D838A	8	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06003A37	Force.DeepCloner.Helpers.DeepCloneState+MiniDictionary	.ctor	0x2D8393	18	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06003A38	Force.DeepCloner.Helpers.DeepCloneState+MiniDictionary	FindEntry	0x2D83A8	110	Public, HideBySig	IL
0x06003A39	Force.DeepCloner.Helpers.DeepCloneState+MiniDictionary	GetPrime	0x2D8424	70	Private, Static, HideBySig	IL
0x06003A3A	Force.DeepCloner.Helpers.DeepCloneState+MiniDictionary	IsPrime	0x2D8478	40	Private, Static, HideBySig	IL
0x06003A3B	Force.DeepCloner.Helpers.DeepCloneState+MiniDictionary	ExpandPrime	0x2D84AC	33	Private, Static, HideBySig	IL
0x06003A3C	Force.DeepCloner.Helpers.DeepCloneState+MiniDictionary	Initialize	0x2D84DC	53	Private, HideBySig	IL
0x06003A3D	Force.DeepCloner.Helpers.DeepCloneState+MiniDictionary	Insert	0x2D8520	171	Public, HideBySig	IL
0x06003A3E	Force.DeepCloner.Helpers.DeepCloneState+MiniDictionary	Resize	0x2D85D7	18	Private, HideBySig	IL
0x06003A3F	Force.DeepCloner.Helpers.DeepCloneState+MiniDictionary	Resize	0x2D85EC	136	Private, HideBySig	IL
0x06003A40	Force.DeepCloner.Helpers.DeepCloneState+MiniDictionary	.cctor	0x2D8680	24	Private, Static, HideBySig, SpecialName, RTSpecialName	IL
0x06003A41	Force.DeepCloner.Helpers.ReflectionHelper+<>c	.cctor	0x2D8699	11	Private, Static, HideBySig, SpecialName, RTSpecialName	IL
0x06003A42	Force.DeepCloner.Helpers.ReflectionHelper+<>c	.ctor	0x2D86A5	7	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06003A43	Force.DeepCloner.Helpers.ReflectionHelper+<>c	<GetAllFields>b__4_0	0x2D86AD	10	Assembly, HideBySig	IL
0x06003A44	Force.DeepCloner.Helpers.ReflectionHelper+<>c	<GetDeclaredFields>b__6_0	0x2D86B8	10	Assembly, HideBySig	IL
0x06003A45	Force.DeepCloner.Helpers.ShallowObjectCloner+ShallowSafeObjectCloner	.cctor	0x2D86C4	70	Private, Static, HideBySig, SpecialName, RTSpecialName	IL
0x06003A46	Force.DeepCloner.Helpers.ShallowObjectCloner+ShallowSafeObjectCloner	DoCloneObject	0x2D8716	12	Family, Virtual, HideBySig	IL
0x06003A47	Force.DeepCloner.Helpers.ShallowObjectCloner+ShallowSafeObjectCloner	.ctor	0x2D8723	7	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06003A48	StardewValley.AnimatedSprite+endOfAnimationBehavior	.ctor	0x0	0	Public, HideBySig, SpecialName, RTSpecialName	CodeTypeMask
0x06003A49	StardewValley.AnimatedSprite+endOfAnimationBehavior	Invoke	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask	CodeTypeMask
0x06003A4A	StardewValley.AnimatedSprite+endOfAnimationBehavior	BeginInvoke	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask	CodeTypeMask
0x06003A4B	StardewValley.AnimatedSprite+endOfAnimationBehavior	EndInvoke	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask	CodeTypeMask
0x06003A4C	StardewValley.ButtonCollection+ButtonEnumerator	.ctor	0x2D872B	15	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06003A4D	StardewValley.ButtonCollection+ButtonEnumerator	get_Current	0x2D873B	37	Public, HideBySig, SpecialName	IL
0x06003A4E	StardewValley.ButtonCollection+ButtonEnumerator	MoveNext	0x2D8761	58	Public, HideBySig	IL
0x06003A4F	StardewValley.ButtonCollection+ButtonEnumerator	Reset	0x2D879C	8	Public, HideBySig	IL
0x06003A50	StardewValley.ChatCommands+ChatCommand	.ctor	0x2D87A5	52	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06003A51	StardewValley.ChatCommands+ChatCommand	IsVisible	0x2D87DA	60	Public, HideBySig	IL
0x06003A52	StardewValley.ChatCommands+DefaultHandlers	Ban	0x2D8818	153	Public, Static, HideBySig	IL
0x06003A53	StardewValley.ChatCommands+DefaultHandlers	Cheat	0x2D88BD	7	Public, Static, HideBySig	IL
0x06003A54	StardewValley.ChatCommands+DefaultHandlers	Clear	0x2D88C5	12	Public, Static, HideBySig	IL
0x06003A55	StardewValley.ChatCommands+DefaultHandlers	Color	0x2D88D2	20	Public, Static, HideBySig	IL
0x06003A56	StardewValley.ChatCommands+DefaultHandlers	ConcernedApe	0x2D88E8	88	Public, Static, HideBySig	IL
0x06003A57	StardewValley.ChatCommands+DefaultHandlers	ColorList	0x2D894C	17	Public, Static, HideBySig	IL
0x06003A58	StardewValley.ChatCommands+DefaultHandlers	Debug	0x2D8960	44	Public, Static, HideBySig	IL
0x06003A59	StardewValley.ChatCommands+DefaultHandlers	Emote	0x2D8998	211	Public, Static, HideBySig	IL
0x06003A5A	StardewValley.ChatCommands+DefaultHandlers	Help	0x2D8A78	338	Public, Static, HideBySig	IL
0x06003A5B	StardewValley.ChatCommands+DefaultHandlers	Kick	0x2D8BE8	64	Public, Static, HideBySig	IL
0x06003A5C	StardewValley.ChatCommands+DefaultHandlers	List	0x2D8C34	9	Public, Static, HideBySig	IL
0x06003A5D	StardewValley.ChatCommands+DefaultHandlers	MapScreenshot	0x2D8C40	131	Public, Static, HideBySig	IL
0x06003A5E	StardewValley.ChatCommands+DefaultHandlers	Message	0x2D8CCF	8	Public, Static, HideBySig	IL
0x06003A5F	StardewValley.ChatCommands+DefaultHandlers	Money	0x2D8CD8	18	Public, Static, HideBySig	IL
0x06003A60	StardewValley.ChatCommands+DefaultHandlers	MoveBuildingPermission	0x2D8CEC	208	Public, Static, HideBySig	IL
0x06003A61	StardewValley.ChatCommands+DefaultHandlers	Pause	0x2D8DC8	103	Public, Static, HideBySig	IL
0x06003A62	StardewValley.ChatCommands+DefaultHandlers	Ping	0x2D8E3C	186	Public, Static, HideBySig	IL
0x06003A63	StardewValley.ChatCommands+DefaultHandlers	PrintDiag	0x2D8F14	41	Public, Static, HideBySig	IL
0x06003A64	StardewValley.ChatCommands+DefaultHandlers	Qi	0x2D8F4C	142	Public, Static, HideBySig	IL
0x06003A65	StardewValley.ChatCommands+DefaultHandlers	RecountNuts	0x2D8FE6	11	Public, Static, HideBySig	IL
0x06003A66	StardewValley.ChatCommands+DefaultHandlers	Reply	0x2D8FF2	8	Public, Static, HideBySig	IL
0x06003A67	StardewValley.ChatCommands+DefaultHandlers	Resume	0x2D8FFC	79	Public, Static, HideBySig	IL
0x06003A68	StardewValley.ChatCommands+DefaultHandlers	SleepAnnounceMode	0x2D9058	210	Public, Static, HideBySig	IL
0x06003A69	StardewValley.ChatCommands+DefaultHandlers	Unban	0x2D9138	440	Public, Static, HideBySig	IL
0x06003A6A	StardewValley.ChatCommands+DefaultHandlers	UnbanAll	0x2D9318	66	Public, Static, HideBySig	IL
0x06003A6B	StardewValley.ChatCommands+DefaultHandlers	UnlinkPlayer	0x2D9368	195	Public, Static, HideBySig	IL
0x06003A6C	StardewValley.ChatCommands+<>c	.cctor	0x2D9437	11	Private, Static, HideBySig, SpecialName, RTSpecialName	IL
0x06003A6D	StardewValley.ChatCommands+<>c	.ctor	0x2D9443	7	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06003A6E	StardewValley.ChatCommands+<>c	<.cctor>b__4_0	0x2D944B	17	Assembly, HideBySig	IL
0x06003A6F	StardewValley.ChatCommands+<>c	<.cctor>b__4_1	0x2D945D	17	Assembly, HideBySig	IL
0x06003A70	StardewValley.ChatCommands+<>c	<.cctor>b__4_2	0x2D946F	17	Assembly, HideBySig	IL
0x06003A71	StardewValley.ChatCommands+<>c	<.cctor>b__4_3	0x2D9481	17	Assembly, HideBySig	IL
0x06003A72	StardewValley.ChatCommands+<>c	<.cctor>b__4_4	0x2D9493	17	Assembly, HideBySig	IL
0x06003A73	StardewValley.ChatCommands+<>c	<.cctor>b__4_5	0x2D94A5	17	Assembly, HideBySig	IL
0x06003A74	StardewValley.ChatCommands+<>c	<.cctor>b__4_6	0x2D94B7	17	Assembly, HideBySig	IL
0x06003A75	StardewValley.ChatCommands+<>c	<.cctor>b__4_7	0x2D94C9	17	Assembly, HideBySig	IL
0x06003A76	StardewValley.ChatCommands+<>c	<.cctor>b__4_8	0x2D94DB	17	Assembly, HideBySig	IL
0x06003A77	StardewValley.ChatCommands+<>c	<.cctor>b__4_9	0x2D94ED	17	Assembly, HideBySig	IL
0x06003A78	StardewValley.ChatCommands+<>c	<.cctor>b__4_10	0x2D94FF	17	Assembly, HideBySig	IL
0x06003A79	StardewValley.ChatCommands+<>c	<.cctor>b__4_11	0x2D9511	17	Assembly, HideBySig	IL
0x06003A7A	StardewValley.ChatCommands+<>c	<.cctor>b__4_12	0x2D9523	17	Assembly, HideBySig	IL
0x06003A7B	StardewValley.ChatCommands+<>c	<.cctor>b__4_13	0x2D9535	17	Assembly, HideBySig	IL
0x06003A7C	StardewValley.ChatCommands+<>c	<.cctor>b__4_14	0x2D9547	17	Assembly, HideBySig	IL
0x06003A7D	StardewValley.ChatCommands+<>c__DisplayClass9_0	.ctor	0x2D9559	7	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06003A7E	StardewValley.ChatCommands+<>c__DisplayClass9_0	<GetDebugPassThrough>g__Handle|0	0x2D9564	33	Assembly, HideBySig	IL
0x06003A7F	StardewValley.DebugCommands+DefaultHandlers	GrowWildTrees	0x2D9594	95	Public, Static, HideBySig	IL
0x06003A80	StardewValley.DebugCommands+DefaultHandlers	Emote	0x2D9600	105	Public, Static, HideBySig	IL
0x06003A81	StardewValley.DebugCommands+DefaultHandlers	EventTestSpecific	0x2D9675	12	Public, Static, HideBySig	IL
0x06003A82	StardewValley.DebugCommands+DefaultHandlers	EventTest	0x2D9684	70	Public, Static, HideBySig	IL
0x06003A83	StardewValley.DebugCommands+DefaultHandlers	GetAllQuests	0x2D96D8	69	Public, Static, HideBySig	IL
0x06003A84	StardewValley.DebugCommands+DefaultHandlers	Movie	0x2D973C	208	Public, Static, HideBySig	IL
0x06003A85	StardewValley.DebugCommands+DefaultHandlers	MovieSchedule	0x2D9818	520	Public, Static, HideBySig	IL
0x06003A86	StardewValley.DebugCommands+DefaultHandlers	Shop	0x2D9A2C	205	Public, Static, HideBySig	IL
0x06003A87	StardewValley.DebugCommands+DefaultHandlers	ExportShops	0x2D9B08	1373	Public, Static, HideBySig	IL
0x06003A88	StardewValley.DebugCommands+DefaultHandlers	Dating	0x2DA0A8	51	Public, Static, HideBySig	IL
0x06003A89	StardewValley.DebugCommands+DefaultHandlers	ClearActiveDialogueEvents	0x2DA0E7	16	Public, Static, HideBySig	IL
0x06003A8A	StardewValley.DebugCommands+DefaultHandlers	Buff	0x2DA0F8	40	Public, Static, HideBySig	IL
0x06003A8B	StardewValley.DebugCommands+DefaultHandlers	ClearBuffs	0x2DA12C	11	Public, Static, HideBySig	IL
0x06003A8C	StardewValley.DebugCommands+DefaultHandlers	PauseTime	0x2DA138	48	Public, Static, HideBySig	IL
0x06003A8D	StardewValley.DebugCommands+DefaultHandlers	FrameByFrame	0x2DA174	48	Public, Static, HideBySig	IL
0x06003A8E	StardewValley.DebugCommands+DefaultHandlers	FillBackpack	0x2DA1B0	178	Public, Static, HideBySig	IL
0x06003A8F	StardewValley.DebugCommands+DefaultHandlers	Bobber	0x2DA270	44	Public, Static, HideBySig	IL
0x06003A90	StardewValley.DebugCommands+DefaultHandlers	ShiftToolbarLeft	0x2DA2A8	12	Public, Static, HideBySig	IL
0x06003A91	StardewValley.DebugCommands+DefaultHandlers	ShiftToolbarRight	0x2DA2B5	12	Public, Static, HideBySig	IL
0x06003A92	StardewValley.DebugCommands+DefaultHandlers	CharacterInfo	0x2DA2C4	39	Public, Static, HideBySig	IL
0x06003A93	StardewValley.DebugCommands+DefaultHandlers	DoesItemExist	0x2DA2F8	54	Public, Static, HideBySig	IL
0x06003A94	StardewValley.DebugCommands+DefaultHandlers	SpecialItem	0x2DA33C	45	Public, Static, HideBySig	IL
0x06003A95	StardewValley.DebugCommands+DefaultHandlers	AnimalInfo	0x2DA378	112	Public, Static, HideBySig	IL
0x06003A96	StardewValley.DebugCommands+DefaultHandlers	ClearChildren	0x2DA3F4	11	Public, Static, HideBySig	IL
0x06003A97	StardewValley.DebugCommands+DefaultHandlers	CreateSplash	0x2DA400	153	Public, Static, HideBySig	IL
0x06003A98	StardewValley.DebugCommands+DefaultHandlers	Pregnant	0x2DA4A8	37	Public, Static, HideBySig	IL
0x06003A99	StardewValley.DebugCommands+DefaultHandlers	SpreadSeeds	0x2DA4DC	67	Public, Static, HideBySig	IL
0x06003A9A	StardewValley.DebugCommands+DefaultHandlers	SpreadDirt	0x2DA52C	152	Public, Static, HideBySig	IL
0x06003A9B	StardewValley.DebugCommands+DefaultHandlers	RemoveFurniture	0x2DA5D0	16	Public, Static, HideBySig	IL
0x06003A9C	StardewValley.DebugCommands+DefaultHandlers	MakeEx	0x2DA5E4	73	Public, Static, HideBySig	IL
0x06003A9D	StardewValley.DebugCommands+DefaultHandlers	DarkTalisman	0x2DA63C	152	Public, Static, HideBySig	IL
0x06003A9E	StardewValley.DebugCommands+DefaultHandlers	ConventionMode	0x2DA6E0	14	Public, Static, HideBySig	IL
0x06003A9F	StardewValley.DebugCommands+DefaultHandlers	FarmMap	0x2DA6F0	141	Public, Static, HideBySig	IL
0x06003AA0	StardewValley.DebugCommands+DefaultHandlers	ClearMuseum	0x2DA789	22	Public, Static, HideBySig	IL
0x06003AA1	StardewValley.DebugCommands+DefaultHandlers	Clone	0x2DA7A0	51	Public, Static, HideBySig	IL
0x06003AA2	StardewValley.DebugCommands+DefaultHandlers	ZoomLevel	0x2DA7E0	46	Public, Static, HideBySig	IL
0x06003AA3	StardewValley.DebugCommands+DefaultHandlers	UiScale	0x2DA81C	46	Public, Static, HideBySig	IL
0x06003AA4	StardewValley.DebugCommands+DefaultHandlers	DeleteArch	0x2DA856	61	Public, Static, HideBySig	IL
0x06003AA5	StardewValley.DebugCommands+DefaultHandlers	Save	0x2DA894	48	Public, Static, HideBySig	IL
0x06003AA6	StardewValley.DebugCommands+DefaultHandlers	RemoveLargeTerrainFeature	0x2DA8D0	16	Public, Static, HideBySig	IL
0x06003AA7	StardewValley.DebugCommands+DefaultHandlers	Test	0x2DA8E1	11	Public, Static, HideBySig	IL
0x06003AA8	StardewValley.DebugCommands+DefaultHandlers	FenceDecay	0x2DA8F0	112	Public, Static, HideBySig	IL
0x06003AA9	StardewValley.DebugCommands+DefaultHandlers	ShowTextAboveHead	0x2DA97C	72	Public, Static, HideBySig	IL
0x06003AAA	StardewValley.DebugCommands+DefaultHandlers	Gamepad	0x2DA9D0	96	Public, Static, HideBySig	IL
0x06003AAB	StardewValley.DebugCommands+DefaultHandlers	Slimecraft	0x2DAA3C	60	Public, Static, HideBySig	IL
0x06003AAC	StardewValley.DebugCommands+DefaultHandlers	KillMonsterStat	0x2DAA7C	92	Public, Static, HideBySig	IL
0x06003AAD	StardewValley.DebugCommands+DefaultHandlers	RemoveAnimals	0x2DAAE4	39	Public, Static, HideBySig	IL
0x06003AAE	StardewValley.DebugCommands+DefaultHandlers	FixAnimals	0x2DAB0C	69	Public, Static, HideBySig	IL
0x06003AAF	StardewValley.DebugCommands+DefaultHandlers	DisplaceAnimals	0x2DAB5D	39	Public, Static, HideBySig	IL
0x06003AB0	StardewValley.DebugCommands+DefaultHandlers	SteamInfo	0x2DAB85	11	Public, Static, HideBySig	IL
0x06003AB1	StardewValley.DebugCommands+DefaultHandlers	Achieve	0x2DAB94	35	Public, Static, HideBySig	IL
0x06003AB2	StardewValley.DebugCommands+DefaultHandlers	ResetAchievements	0x2DABC3	11	Public, Static, HideBySig	IL
0x06003AB3	StardewValley.DebugCommands+DefaultHandlers	Divorce	0x2DABCF	17	Public, Static, HideBySig	IL
0x06003AB4	StardewValley.DebugCommands+DefaultHandlers	BefriendAnimals	0x2DABE4	102	Public, Static, HideBySig	IL
0x06003AB5	StardewValley.DebugCommands+DefaultHandlers	PetToFarm	0x2DAC68	22	Public, Static, HideBySig	IL
0x06003AB6	StardewValley.DebugCommands+DefaultHandlers	BefriendPets	0x2DAC80	71	Public, Static, HideBySig	IL
